label,index,MaternalLine,FlowerHead,PlantingDate,FirstLeafDate,Google_Latitude,Google_Longitude,State,County,variable_name,Date_index,values,Date
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,4,0,2024-05-22
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,5,0,2024-05-29
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,6,NA,2024-06-05
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,7,NA,2024-06-12
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,8,NA,2024-06-19
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLvs,1,14,2024-05-01
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLvs,2,23,2024-05-08
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLvs,3,26,2024-05-15
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRayF,3,NA,2024-05-15
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRayF,4,NA,2024-05-22
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRayF,5,NA,2024-05-29
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRayF,6,NA,2024-06-05
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRayF,7,NA,2024-06-12
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRayF,8,NA,2024-06-19
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRos,1,0,2024-05-01
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRos,2,0,2024-05-08
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRos,3,2,2024-05-15
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRos,4,2,2024-05-22
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRos,5,2,2024-05-29
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRos,6,2,2024-06-05
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRos,7,2,2024-06-12
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRos,8,2,2024-06-19
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numStem,1,1,2024-05-01
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numStem,2,1,2024-05-08
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numStem,3,0,2024-05-15
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numStem,4,0,2024-05-22
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numStem,5,0,2024-05-29
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numStem,6,0,2024-06-05
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numStem,7,0,2024-06-12
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numStem,8,0,2024-06-19
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,stemLength,1,0.7,2024-05-01
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,stemLength,2,0.5,2024-05-08
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,stemLength,3,NA,2024-05-15
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,stemLength,4,NA,2024-05-22
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,stemLength,5,NA,2024-05-29
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,stemLength,6,NA,2024-06-05
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,stemLength,7,NA,2024-06-12
5-3-2,131,2011-2623-1,12A,2/29/24,3/8/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,stemLength,8,NA,2024-06-19
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,leafLong,1,12.5,2024-05-01
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,leafLong,2,16.9,2024-05-08
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,leafLong,3,22.3,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,leafWide,1,1.3,2024-05-01
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,leafWide,2,1.4,2024-05-08
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,leafWide,3,2.1,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numDiscF,3,NA,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numDiscF,4,NA,2024-05-22
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numDiscF,5,NA,2024-05-29
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numDiscF,6,NA,2024-06-05
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numDiscF,7,NA,2024-06-12
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numDiscF,8,NA,2024-06-19
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numFlwrB,1,NA,2024-05-01
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numFlwrB,2,NA,2024-05-08
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numFlwrB,3,NA,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numFlwrB,4,NA,2024-05-22
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numFlwrB,5,NA,2024-05-29
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numFlwrB,6,NA,2024-06-05
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numFlwrB,7,NA,2024-06-12
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numFlwrB,8,NA,2024-06-19
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numLSt,4,0,2024-05-22
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numLSt,5,0,2024-05-29
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numLSt,6,NA,2024-06-05
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numLSt,7,NA,2024-06-12
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numLSt,8,NA,2024-06-19
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numLvs,1,10,2024-05-01
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numLvs,2,13,2024-05-08
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numLvs,3,15,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRayF,3,NA,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRayF,4,NA,2024-05-22
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRayF,5,NA,2024-05-29
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRayF,6,NA,2024-06-05
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRayF,7,NA,2024-06-12
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRayF,8,NA,2024-06-19
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRos,1,1,2024-05-01
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRos,2,1,2024-05-08
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRos,3,1,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRos,4,1,2024-05-22
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRos,5,1,2024-05-29
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRos,6,1,2024-06-05
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRos,7,1,2024-06-12
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numRos,8,1,2024-06-19
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numStem,1,0,2024-05-01
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numStem,2,0,2024-05-08
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numStem,3,0,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numStem,4,0,2024-05-22
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numStem,5,0,2024-05-29
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numStem,6,0,2024-06-05
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numStem,7,0,2024-06-12
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,numStem,8,0,2024-06-19
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,stemLength,1,NA,2024-05-01
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,stemLength,2,NA,2024-05-08
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,stemLength,3,NA,2024-05-15
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,stemLength,4,NA,2024-05-22
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,stemLength,5,NA,2024-05-29
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,stemLength,6,NA,2024-06-05
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,stemLength,7,NA,2024-06-12
6-2-2,132,2011-2629-1,19C,2/29/24,3/12/24,41.02868892611459,-89.43846248262098,Illinois,Marshal,stemLength,8,NA,2024-06-19
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,leafLong,1,11.2,2024-05-01
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,leafLong,2,17.1,2024-05-08
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,leafLong,3,25.6,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,leafWide,1,1.9,2024-05-01
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,leafWide,2,2,2024-05-08
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,leafWide,3,2.1,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numDiscF,3,NA,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numDiscF,4,NA,2024-05-22
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numDiscF,5,NA,2024-05-29
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numDiscF,6,NA,2024-06-05
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numDiscF,7,NA,2024-06-12
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numDiscF,8,NA,2024-06-19
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numFlwrB,1,NA,2024-05-01
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numFlwrB,2,NA,2024-05-08
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numFlwrB,3,NA,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numFlwrB,4,NA,2024-05-22
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numFlwrB,5,NA,2024-05-29
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numFlwrB,6,NA,2024-06-05
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numFlwrB,7,NA,2024-06-12
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numFlwrB,8,NA,2024-06-19
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numLSt,4,0,2024-05-22
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numLSt,5,0,2024-05-29
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numLSt,6,NA,2024-06-05
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numLSt,7,NA,2024-06-12
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numLSt,8,NA,2024-06-19
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numLvs,1,8,2024-05-01
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numLvs,2,10,2024-05-08
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numLvs,3,11,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRayF,3,NA,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRayF,4,NA,2024-05-22
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRayF,5,NA,2024-05-29
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRayF,6,NA,2024-06-05
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRayF,7,NA,2024-06-12
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRayF,8,NA,2024-06-19
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRos,1,1,2024-05-01
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRos,2,1,2024-05-08
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRos,3,1,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRos,4,1,2024-05-22
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRos,5,1,2024-05-29
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRos,6,1,2024-06-05
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRos,7,1,2024-06-12
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numRos,8,1,2024-06-19
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numStem,1,0,2024-05-01
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numStem,2,0,2024-05-08
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numStem,3,0,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numStem,4,0,2024-05-22
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numStem,5,0,2024-05-29
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numStem,6,0,2024-06-05
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numStem,7,0,2024-06-12
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,numStem,8,0,2024-06-19
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,stemLength,1,NA,2024-05-01
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,stemLength,2,NA,2024-05-08
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,stemLength,3,NA,2024-05-15
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,stemLength,4,NA,2024-05-22
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,stemLength,5,NA,2024-05-29
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,stemLength,6,NA,2024-06-05
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,stemLength,7,NA,2024-06-12
1-2-4,133,2011-2675-1,25A,2/28/24,3/21/24,40.07010712467176,-90.42899627731744,Illinois,Schuyler,stemLength,8,NA,2024-06-19
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,leafLong,1,12.7,2024-05-01
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,leafLong,2,13.2,2024-05-08
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,leafLong,3,11.8,2024-05-15
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,leafWide,1,2.3,2024-05-01
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,leafWide,2,2.4,2024-05-08
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,leafWide,3,1.5,2024-05-15
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numDiscF,3,1,2024-05-15
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numDiscF,4,1,2024-05-22
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numDiscF,5,4,2024-05-29
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numDiscF,6,4,2024-06-05
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numDiscF,7,7,2024-06-12
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numDiscF,8,10,2024-06-19
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numFlwrB,1,0,2024-05-01
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numFlwrB,2,1,2024-05-08
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numFlwrB,3,2,2024-05-15
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numFlwrB,4,1,2024-05-22
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numFlwrB,5,3,2024-05-29
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numFlwrB,6,2,2024-06-05
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numFlwrB,7,4,2024-06-12
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numFlwrB,8,0,2024-06-19
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,4,8,2024-05-22
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,5,8,2024-05-29
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,6,4,2024-06-05
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,7,9,2024-06-12
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLSt,8,7,2024-06-19
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLvs,1,33,2024-05-01
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLvs,2,42,2024-05-08
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numLvs,3,62,2024-05-15
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRayF,3,0,2024-05-15
5-4-7,134,2011-2623-1,1B,2/29/24,3/7/24,41.34414603458205,-89.55849691836283,Illinois,Hennepin,numRayF,4,2,2024-05-22
