Id,Accession,Planting,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Country,State,County,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Latitude,Longitude,Property ownership,Locality,Location Details,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year
1180026,2011-2623,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,2883,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Hennepin,Smith,s.n.,11 Nov 1999,,,,,,,,"Hennepin Bridge, Maternal lines = 30, Seedheads = 90; 6 packets",Open bottomland/floodplain,,Asteraceae,,
1180027,2011-2624,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-03-16T00:00:00,Dormant,5940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,60,United States,Illinois,Woodford,Smith,s.n.,01 Oct 2000,,,,40.8852777,-89.4583333,,,"Woodford County, Maternal lines = 30, Seedheads = 60; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180028,2011-2625,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-03-16T00:00:00,Dormant,3040,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,31,United States,Illinois,Morgan,Smith,s.n.,21 Nov 1997,,,,39.8672223,-90.5533333,,,"Meredosia Lake, Maternal lines = 31, Seedheads = 31; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180029,2011-2626,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-06-15T00:00:00,Dormant,8440,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,85,United States,Illinois,Fulton,Smith,s.n.,17 Oct 1998,,,,40.4925,-89.9022222,,,"Rice Lake, Maternal lines = 30, Seedheads = 85; 6 packets",Open bottomland/floodplain,,Asteraceae,,
1180030,2011-2627,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-08-04T00:00:00,Dormant,6240,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,63,United States,Illinois,Fulton,Smith,s.n.,08 Nov 1998,,,,40.2047222,-90.1994444,,,"Anderson Lake, Maternal lines = 21, Seedheads = 63; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180031,2011-2628,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-08-25T00:00:00,Dormant,5740,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,58,United States,Illinois,Cass,Smith,s.n.,11 Nov 1998,,,,40.0105556,-90.4458333,,,"Beardstown, Maternal lines = 29, Seedheads = 58; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180032,2011-2629,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,8786,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Marshal,Smith,s.n.,11 Nov 1999,,,,41.045,-89.4311111,,,"Sparland, Maternal lines = 30, Seedheads = 90; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180033,2011-2630,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-06-02T00:00:00,Dormant,13040,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,131,United States,Illinois,Morgan,Smith,s.n.,01 Jan 1995,,,,39.8672223,-90.5533333,,,"Meredosia Lake, Maternal lines = 27, Seedheads = 131; 7 packets",Open bottomland/floodplain,,Asteraceae,,
1180034,2011-2631,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-08-17T00:00:00,Dormant,2940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Marshal,Smith,s.n.,07 Nov 1998,,,,41.045,-89.4311111,,,"Sparland, Maternal lines = 30, Seedheads = 90; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180035,2011-2632,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-04T00:00:00,Dormant,2940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,60,United States,Illinois,Jersey,Smith,s.n.,06 Nov 2000,,,,,,,,"Gilbert Lake, Maternal lines = 30, Seedheads = 60; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180036,2011-2633,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-07-27T00:00:00,Dormant,8440,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,85,United States,Illinois,Cass,Smith,s.n.,08 Nov 1998,,,,40.0105556,-90.4458333,,,"Beardstown, Maternal lines = 30, Seedheads = 85; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180037,2011-2634,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-02-21T00:00:00,Dormant,7640,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,77,United States,Illinois,Tazewell,Smith,s.n.,11 Nov 1999,,,,,,,,"Cooper Park South, Maternal lines = 26, Seedheads = 77; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180038,2011-2635,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,2831,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,32,United States,Illinois,Alton,Smith,s.n.,07 Nov 1999,,,,,,,,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180039,2011-2636,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,5079,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,53,United States,Illinois,Cass,Smith,s.n.,21 Nov 1997,,,,40.0105556,-90.4458333,,,"Beardstown, Maternal lines = 52, Seedheads = 53; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180040,2011-2637,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-04T00:00:00,Dormant,22440,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,225,United States,Illinois,Fulton,Smith,s.n.,14 Oct 1999,,,,40.4925,-89.9022222,,,"Rice Lake, Maternal lines = C 25, Seedheads = 225; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180041,2011-2638,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,7818,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2638,Project specific use only,2011-12-01T00:00:00,81,United States,Illinois,Scott,Smith,s.n.,11 Nov 1998,Maternal Lines,,,39.7852777,-90.5902777,,Smith Lake,,Open bottomland/floodplain,,Asteraceae,,
1180042,2011-2639,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-05-18T00:00:00,Dormant,12940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,120,United States,Illinois,Madison,Smith,s.n.,01 Jan 1995,,,,38.6891666,-90.0972222,,,"Horseshoe Lake, Maternal lines = 25, Seedheads = 120; 6 packets",Open bottomland/floodplain,,Asteraceae,,
1180043,2011-2640,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-03-16T00:00:00,Dormant,2840,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,29,United States,Illinois,Schuyler,Smith,s.n.,21 Nov 1997,,,,40.0672223,-90.4247223,,,"Frederick Borrow Pit, Maternal lines = 29, Seedheads = 29; 1 packets",Open bottomland/floodplain,,Asteraceae,,
1180044,2011-2641,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-03-09T00:00:00,Dormant,440,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,5,United States,Illinois,Cass,Smith,s.n.,16 Dec 1994,,,,40.0105556,-90.4458333,,,"Beardstown, Maternal lines = 1, Seedheads = 5; 1 packets",Open bottomland/floodplain,,Asteraceae,,
1180045,2011-2642,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-02-28T00:00:00,Dormant,8840,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,63,United States,Illinois,Fulton,Smith,s.n.,07 Oct 1999,,,,40.2047222,-89.1994444,,,"Anderson Lake, Maternal lines = 21, Seedheads = 63; 6 packets",Open bottomland/floodplain,,Asteraceae,,
1180046,2011-2643,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-05-25T00:00:00,Dormant,10540,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,106,United States,Illinois,Fulton,Smith,s.n.,01 Jan 1995,,,,40.2047222,-89.1994444,,,"Anderson Lake, Maternal lines = 23, Seedheads = 106; 6 packets",Open bottomland/floodplain,,Asteraceae,,
1180047,2011-2644,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-13T00:00:00,Dormant,4640,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,106,United States,Illinois,Tazewell,Smith,s.n.,01 Jan 1995,,,,,,,,"Cooper Park, Maternal lines = 13, Seedheads = 47; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180048,2011-2645,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-25T00:00:00,Dormant,11940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,120,United States,Illinois,Schuyler,Smith,s.n.,01 Jan 1995,,,,40.0672223,-90.4275,,,"Frederick Borrow Pit, Maternal lines = 25, Seedheads = 120; 6 packets",Open bottomland/floodplain,,Asteraceae,,
1180049,2011-2646,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-06-15T00:00:00,Dormant,2940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Peoria,Smith,s.n.,17 Oct 1998,,,,40.7222223,-89.5519444,,,"McClugage Bridge, Maternal lines = 30, Seedheads = 3 per materanal line (90); 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180050,2011-2647,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-03-16T00:00:00,Dormant,9940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,60,United States,Illinois,Jersey,Smith,s.n.,06 Nov 2000,,,,,,,,"Gilbert Lake, Maternal lines = 30, Seedheads = 60; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180051,2011-2648,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-03-24T00:00:00,Dormant,9000,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Alton,Smith,s.n.,01 Nov 1996,,,,,,,,"West Alton, Maternal lines = 20, Seedheads = 90; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180052,2011-2649,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-25T00:00:00,Dormant,4840,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,49,United States,Illinois,Cass,Smith,s.n.,01 Jan 1995,,,,40.0105556,-90.4458333,,,"Beardstown, Maternal lines = 12, Seedheads = 49; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180053,2011-2650,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,8743,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2650,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Woodford,Smith,s.n.,11 Nov 1999,,,,40.8852777,-89.4583333,,,"Woodford County, Maternal lines = 30, Seedheads = 90; 6 packets",Open bottomland/floodplain,,Asteraceae,,
1180054,2011-2651,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-18T00:00:00,Dormant,8940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Jersey,Smith,s.n.,13 Nov 1999,,,,,,,,"Gilbert Lake, Maternal lines = 30, Seedheads = 90; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180055,2011-2652,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-04-18T00:00:00,Dormant,1000,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,100,United States,Illinois,Cass,Smith,s.n.,01 Nov 1996,,,,40.0105556,-90.4458333,,,"Beardstown, Maternal lines = 20, Seedheads = 100; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180056,2011-2653,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-03-24T00:00:00,Dormant,7900,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,79,United States,Illinois,Schuyler,Smith,s.n.,01 Nov 1996,,,,40.0672223,-90.4275,,,"Frederick Borrow Pit, Maternal lines = 20, Seedheads = 79; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180057,2011-2654,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-03-24T00:00:00,Dormant,10000,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,100,United States,Illinois,Peoria,Smith,s.n.,01 Jan 1996,,,,40.7222223,-89.5519444,,,"McClugage Bridge, Maternal lines = 20, Seedheads = 100; 5 packets",Open bottomland/floodplain,,Asteraceae,,
1180058,2011-2655,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-04-14T00:00:00,Dormant,12600,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,126,United States,Illinois,Fulton,Smith,s.n.,01 Nov 1996,,,,40.2047222,-90.1994444,,,"Anderson Lake, Maternal lines = 25, Seedheads = 126; 4 packets",Open bottomland/floodplain,,Asteraceae,,
1180059,2011-2656,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-13T00:00:00,Dormant,5540,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,56,United States,Illinois,Madison,Smith,s.n.,28 Oct 1999,,,,38.6891666,-90.0972222,,,"Horeseshoe Lake, Maternal lines = 28, Seedheads = 56; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180060,2011-2657,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-02-23T00:00:00,Dormant,2940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2657,Project specific use only,2011-12-01T00:00:00,30,United States,Illinois,Mason,Smith,s.n.,01 Jan 1997,,,,40.3227778,-90.0538889,,,"Chautauqua Park, Maternal lines = 29, Seedheads = 30; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180061,2011-2658,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-06-02T00:00:00,Dormant,2940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,30,United States,Illinois,Tazewell,Smith,s.n.,17 Oct 1998,,,,,,,,"Cooper Park South, Maternal lines = 10, Seedheads = 30; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180062,2011-2659,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,4101,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2659,Project specific use only,2011-12-01T00:00:00,44,United States,Illinois,Frederick,Smith,s.n.,01 Dec 2011,,,,,,,,"Frederick Landing, Maternal lines = 15, Seedheads = 44; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180063,2011-2660,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-06-08T00:00:00,Dormant,2940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2660,Project specific use only,2011-12-01T00:00:00,44,United States,Illinois,Woodford,Smith,s.n.,17 Oct 1998,,,,40.8852777,-89.4583333,,,"Woodford County, Maternal lines = 30, Seedheads = 90; 6 packets",Open bottomland/floodplain,,Asteraceae,,
1180064,2011-2661,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,6976,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,73,United States,Illinois,Tazewell,Smith,s.n.,01 Oct 2000,,,,,,,,"Cooper park South, Maternal lines = 43, Seedheads = 73; 4 packets",Open bottomland/floodplain,,Asteraceae,,
1180065,2011-2662,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-06-02T00:00:00,Dormant,11940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,120,United States,Illinois,Peoria,Smith,s.n.,01 Jan 1995,,,,40.7222223,-89.5519444,,,"McClugage Bridge, Maternal lines = 25, Seedheads = 120; 7 packets",Open bottomland/floodplain,,Asteraceae,,
1180066,2011-2663,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-25T00:00:00,Dormant,11640,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,117,United States,Illinois,Woodford,Smith,s.n.,01 Jan 1995,,,,40.8852777,-89.4583333,,,"Woodford County, Maternal lines = 25, Seedheads = 117; 7 packets",Open bottomland/floodplain,,Asteraceae,,
1180067,2011-2664,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,2875,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,31,United States,Illinois,Fulton,Smith,s.n.,21 Nov 1997,,,,40.2047222,-90.1994444,,,"Anderson Lake, Maternal lines = 31, Seedheads = 31",Open bottomland/floodplain,,Asteraceae,,
1180068,2011-2665,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-02-28T00:00:00,Dormant,2240,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,23,United States,Illinois,Manson,Smith,s.n.,01 Jan 1997,,,,,,,,"LTRM site Havana, Maternal lines = 23, Seedheads = 23; 1 packets",Open bottomland/floodplain,,Asteraceae,,
1180069,2011-2666,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,8574,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Fulton,Smith,s.n.,14 Oct 1999,,,,40.4925,-89.9022222,,,"Rice Lake, Maternal lines = 30, Seedheads = 90; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180070,2011-2667,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-07-27T00:00:00,Dormant,8940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Schuyler,Smith,s.n.,08 Nov 1998,,,,40.0672223,-90.4275,,,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180072,2011-2669,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-13T00:00:00,Dormant,11940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,120,United States,Illinois,Fulton,Smith,s.n.,01 Jan 1995,,,,40.4925,-89.9022222,,,"Rice Lake, Maternal lines = 25, Seedheads = 120; 4 packets",Open bottomland/floodplain,,Asteraceae,,
1180073,2011-2670,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-07-11T00:00:00,Dormant,5940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,60,United States,Illinois,Hennepin,Smith,s.n.,07 Nov 1998,,,,,,,,"Hennepin Bridge, Maternal lines = 30, Seedheads = 60; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180074,2011-2671,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-25T00:00:00,Dormant,11940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,120,United States,Illinois,Fulton,Smith,s.n.,01 Jan 1995,,,,40.4925,-89.9022222,,,"Rice Lake, Maternal lines = 25, Seedheads = 120; 4 packets",Open bottomland/floodplain,,Asteraceae,,
1180075,2011-2672,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-04-13T00:00:00,Dormant,7040,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,71,United States,Illinois,Tazewell,Smith,s.n.,01 Jan 1995,,,,,,,,"Cooper Park South, Maternal lines = 25, Seedheads = 71; 4 packets",Open bottomland/floodplain,,Asteraceae,,
1180076,2011-2673,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-03-24T00:00:00,Dormant,8000,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2673,Project specific use only,2011-12-01T00:00:00,80,United States,Illinois,Madison,Smith,s.n.,01 Dec 2011,,,,38.6891666,-90.0972222,,,"Horseshoe Lake, Maternal lines = 20, Seedheads = 80; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180077,2011-2674,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-03-24T00:00:00,Dormant,10900,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,109,United States,Illinois,Tazewell,Smith,s.n.,01 Jan 1996,,,,,,,,"Cooper Park South, Maternal lines = 21, Seedheads = 109; 4 packets",Open bottomland/floodplain,,Asteraceae,,
1180078,2011-2675,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-12-01T00:00:00,Dormant,8728,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,90,United States,Illinois,Schuyler,Smith,s.n.,07 Oct 1999,,,,40.0672223,-90.4275,,,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180079,2011-2676,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-08-04T00:00:00,Dormant,5740,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,58,United States,Illinois,Jersey,Smith,s.n.,01 Nov 1998,,,,,,,,"Gilbert Lake, Maternal lines = 29, Seedheads = 58; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180080,2011-2677,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2023-06-02T00:00:00,Dormant,5940,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,60,United States,Illinois,Hennepin,Smith,s.n.,01 Oct 1998,,,,,,,,"Hennepin Bridge, Maternal lines = 30, Seedheads = 60; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1180081,2011-2678,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-04-14T00:00:00,Dormant,7900,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,79,United States,Illinois,Marshall,Smith,s.n.,23 Feb 1996,,,,,,,,"Spillman, Maternal lines = 17, Seedheads = 79; 5 packets",Open bottomland/floodplain,,Asteraceae,,
1180082,2011-2679,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-03-24T00:00:00,Dormant,10000,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,100,United States,Illinois,Jersey,Smith,s.n.,01 Nov 1996,,,,,,,,"Gilbert Lake, Maternal lines = 20, Seedheads = 100; 3 packets",Open bottomland/floodplain,,Asteraceae,,
1180083,2011-2680,1,Boltonia decurrens ,MBG Seed Bank,CCSD Seed Bank Freezer,,2022-03-24T00:00:00,Dormant,6000,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,,Project specific use only,2011-12-01T00:00:00,60,United States,Illinois,Peoria,Smith,s.n.,01 Oct 1996,,,,40.7222223,-89.5519444,,,"McClugage Bridge, Maternal lines = 30, Seedheads = 60; 2 packets",Open bottomland/floodplain,,Asteraceae,,
1191311,2014-0162,1,Boltonia decurrens ,MBG Seed Bank,Freezer 1,Bin 4,2024-06-13T00:00:00,Dormant,15773,Seed,Shaw Nature Reserve,Wild,Shaw Nature Reserve,US-0-MO-2014-0162,No third party distribution,2013-10-16T00:00:00,16000,United States,Missouri,Madison,"Lee, J.",E-2,16 Oct 2013,Bulk,,,37.6477777,-90.1113889,,,off Collinsville Rd,"Deer path, Green ash forest.",,Asteraceae,,
1239230,2014-0162,2,Boltonia decurrens ,Greenhouse Indoors,Seed Storage,,2018-02-23T14:41:59.657,Dead,30,Seed,Shaw Nature Reserve,Wild,Mobot,US-0-MO-2014-0162,No third party distribution,2013-10-16T00:00:00,16000,United States,Missouri,Madison,"Lee, J.",E-2,16 Oct 2013,Bulk,,,37.6477777,-90.1113889,,,off Collinsville Rd,"Deer path, Green ash forest.",,Asteraceae,,
1244585,2014-0162,3,Boltonia decurrens ,Director's Residence Landscape,19,,2023-08-22T09:59:30.723,Dead,12,Plant,Shaw Nature Reserve,Wild,Mobot,US-0-MO-2014-0162,No third party distribution,2013-10-16T00:00:00,16000,United States,Missouri,Madison,"Lee, J.",E-2,16 Oct 2013,Bulk,,,37.6477777,-90.1113889,,,off Collinsville Rd,"Deer path, Green ash forest.",,Asteraceae,,
1252239,2014-0162,4,Boltonia decurrens ,Greenhouse Indoors,Seed Storage,,2019-01-08T07:44:43.51,Dead,24,Seed,Shaw Nature Reserve,Wild,Mobot,US-0-MO-2014-0162,No third party distribution,2013-10-16T00:00:00,16000,United States,Missouri,Madison,"Lee, J.",E-2,16 Oct 2013,Bulk,,,37.6477777,-90.1113889,,,off Collinsville Rd,"Deer path, Green ash forest.",,Asteraceae,,
