label,index,Date.1,Surv.1,numStem.1,numRos.1,stemLength.1,numLvs.1,# latBuds.1,leafLong.1,leafWide.1,numFlwrBud.1,flwrBud.1,Date.2,Surv.2,numStem.2,numRos.2,stemLength.2,numLvs.2,leafLong.2,leafWide.2,flwrBud.2,notes.2,Date.3,numStem.3,numRos.3,stemLength.3,numLvs.3,leafLong.3,leafWide.3,numFlwrB.3,numRayF.3,numDiscF.3,firstFlwr.3,Date.4,Surv.4,numStem.4,numRos.4,numLSt.4,stemLength.4,numFlwrB.4,numRayF.4,numDiscF.4,firstFlwr.4,notes.4,Date.5,Surv.5,numStem.5,numRos.5,numLSt.5,stemLength.5,numFlwrB.5,numRayF.5,numDiscF.5,firstFlwr.5,notes.5,Date.6,Surv.6,numStem.6,numRos.6,numLSt.6,stemLength.6,numFlwrB.6,numRayF.6,numDiscF.6,notes.6,Date.7,Surv.7,numStem.7,numRos.7,numLSt.7,stemLength.7,numFlwrB.7,numRayF.7,numDiscF.7,notes.7,Date.8 ,Surv.8,numStem.8,numRos.8,numLSt.8,stemLength.8,numFlwrB.8,numRayF.8,numDiscF.8,notes.8,Date.9,Surv.9,numStem.9,numRos.9,numLSt.9,stemLength.9,numFlwrB.9,numRayF.9,numDiscF.9,numDeadF.9,notes.9,Date.10,Surv.10,numStem.10,numRos.10,numLSt.10,stemLength.10,numFlwrB.10,numRayF.10,numDiscF.10,numDeadF.10,notes.10,Date.11,Surv.11,numStem.11,numRos.11,numLSt.11,stemLength.11,numFlwrB.11,numRayF.11,numDiscF.11,numDeadF.11,notes.11,Date.12,Surv.12,numStem.12,numRos.12,numLSt.12,stemLength.12,numFlwrB.12,numRayF.12,numDiscF.12,numDeadF.12,notes.12,Date.13,Surv.13,numStem.13,numRos.13,numLSt.13,stemLength.13,numRayF.13,numDiscF.13,numDeadF.13,notes.13,Date.14,Surv.14,numStem.14,numRos.14,stemLength.14,numRayF.14,numDiscF.14,numDeadF.14,notes.14
6-6-1,118,5/1/2024,Y,1,0,10.4,35,7,11.9,2.4,0,N,5/8/2024,Y,1,3,20.5,50,13,2.2,Y,,5/15/2024,1,3,25.5,52,12.2,2.1,9,1,0,,5/22/2024,Y,1,3,4,21.2,DNR,DNR,DNR,,,5/29/2024,Y,1,3,4,20.6,7,2,9,,,6/5/24,Y,1,2,4,27.3,2,3,13,Many discs senesced,6/12/24,Y,1,4,7,27,3,4,14,,6/19/24,Y,1,3,3,20.4,0,0,18,,6/26/24,Y,1,3,6,22.4,6,0,0,17,,7/3/24,Y,1,1,3,19.9,9,0,0,18,,7/11/24,Y,2,1,7,27.3,3,0,0,18,,7/18/24,Y,1,2,3,19.9,1,0,0,17,,7/25/24,Y,2,1,3,19.4,1,0,16,,8/7/24,Y,2,2,23.8,0,3,16,
13-1-5,119,5/1/2024,Y,0,1,NA,11,0,12.2,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,19.3,1.7,NA,,5/15/2024,0,1,NA,16,22.7,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,1,0,0,8.5,0,0,0,0,,7/18/24,Y,1,0,0,25.3,0,0,0,0,,7/25/24,Y,1,0,0,45.7,0,0,0,,8/7/24,Y,1,0,91.8,0,0,0,
4-2-5,120,5/1/2024,Y,0,1,NA,13,0,9.8,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,12.2,1.8,NA,,5/15/2024,0,1,NA,16,15.0,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
3-2-9,121,5/1/2024,Y,0,1,NA,9.0,2,6.6,1.4,NA,NA,5/8/2024,Y,1,0,0.5,15,10.5,1.6,0,,5/15/2024,0,1,NA,13,14.2,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
1-6-10,122,5/1/2024,Y,1,0,1.8,5,3,3.9,0.8,0,N,5/8/2024,Y,0,1,NA,12,7.6,1.5,NA,,5/15/2024,0,3,NA,15,13.1,2.0,NA,NA,NA,,5/22/2024,Y,1,2,0,1.5,0,0,0,,,5/29/2024,Y,2,0,0,5.4,0,0,0,,,6/5/24,Y,2,0,0,17.8,0,0,0,,6/12/24,Y,2,2,0,18.3,0,0,0,,6/19/24,Y,2,0,0,26,0,0,0,,6/26/24,Y,2,0,0,35.3,0,0,0,0,,7/3/24,Y,1,1,1,50.5,0,0,0,0,,7/11/24,Y,2,0,0,59.9,0,0,0,0,,7/18/24,Y,1,2,0,77.8,0,0,0,0,,7/25/24,Y,2,1,5,97,0,0,0,,8/7/24,Y,2,1,109.4,2,0,0,
10-1-9,123,5/1/2024,Y,0,1,NA,10,0,9.2,1.1,NA,NA,5/8/2024,Y,0,1,NA,8,9.4,1.8,NA,,5/15/2024,0,1,NA,7,11.8,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,8/7/24,N,N/A,N/A,N/A,N/A,N/A,N/A,Dead
4-6-10,124,5/1/2024,Y,0,1,NA,11,0,10.8,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,16.8,2.4,NA,,5/15/2024,0,1,NA,16,17.6,2.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
6-6-12,125,5/1/2024,Y,0,1,NA,13,0,11.4,1.9,NA,NA,5/8/2024,Y,0,1,NA,19,14.8,2.3,NA,,5/15/2024,0,1,NA,24,17.1,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
13-1-2,126,5/1/2024,Y,0,1,NA,10,0,10.0,1.7,NA,NA,5/8/2024,Y,0,1,NA,12,15.1,1.9,NA,,5/15/2024,0,1,NA,15,20.3,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,1,0,0,1.7,0,0,0,Twisted stem ,8/7/24,Y,1,1,2.1,0,0,0,Corkscrew stem 
4-3-9,127,5/1/2024,Y,0,1,NA,7,0,4.9,1.4,NA,NA,5/8/2024,Y,0,1,NA,9,9.1,1.4,NA,,5/15/2024,0,1,NA,9,14.4,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,1,0,0,16.2,0,0,0,0,,7/18/24,Y,2,0,0,35.3,0,0,0,0,,7/25/24,Y,2,0,0,49.1,0,0,0,Twisted stem ,8/7/24,Y,2,0,82.2,0,0,0,
13-2-3,128,5/1/2024,Y,0,1,NA,12,0,10.0,1.6,NA,NA,5/8/2024,Y,0,1,NA,13,16.7,1.8,NA,,5/15/2024,0,1,NA,17,21.6,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
3-1-4,129,5/1/2024,Y,1,0,1.0,7,0,10.1,1.9,0,N,5/8/2024,Y,1,0,6,10,15.3,2.5,0,,5/15/2024,1,0,18.3,14,16.1,2.6,0,0,0,,5/22/2024,Y,1,0,2,35.8,1,0,0,,,5/29/2024,Y,1,0,4,48.7,4,1,0,,,6/5/24,Y,1,0,3,53.1,1,4,1,,6/12/24,Y,1,1,4,51.6,7,1,4,,6/19/24,Y,1,0,4,51.3,6,0,7,,6/26/24,Y,1,0,6,43.9,9,2,8,0,,7/3/24,Y,1,1,7,50.8,9,2,5,5,,7/11/24,Y,1,1,7,50.3,7,3,6,6,,7/18/24,Y,1,1,7,51,6,1,4,12,,7/25/24,Y,1,1,7,50.3,4,4,12,,8/7/24,Y,1,1,49.1,2,12,11,
5-6-11,130,5/1/2024,Y,0,1,NA,13,0,9.8,1.7,NA,NA,5/8/2024,Y,1,0,0.3,14,15.2,2.2,0,,5/15/2024,0,1,NA,19,16.8,1.9,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
5-3-2,131,5/1/2024,Y,1,0,0.7,14,0,13.9,1.7,0,N,5/8/2024,Y,1,0,0.5,23,16.5,1.6,0,,5/15/2024,0,2,NA,26,18.4,1.7,NA,NA,NA,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,2,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
6-2-2,132,5/1/2024,Y,0,1,NA,10,0,12.5,1.3,NA,NA,5/8/2024,Y,0,1,NA,13,16.9,1.4,NA,,5/15/2024,0,1,NA,15,22.3,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
1-2-4,133,5/1/2024,Y,0,1,NA,8,0,11.2,1.9,NA,NA,5/8/2024,Y,0,1,NA,10,17.1,2,NA,,5/15/2024,0,1,NA,11,25.6,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,1,1,0,14,0,0,0,0,,7/3/24,Y,1,1,0,32.6,0,0,0,0,,7/11/24,Y,1,0,3,52,3,0,0,0,,7/18/24,Y,1,0,6,63.3,8,0,0,0,,7/25/24,Y,1,0,6,64.1,3,0,0,,8/7/24,Y,1,0,64,3,7,0,
5-4-7,134,5/1/2024,Y,1,3,6.2,33,8,12.7,2.3,0,N,5/8/2024,Y,1,2,15.9,42,13.2,2.4,Y,,5/15/2024,1,3,27.8,62,11.8,1.5,2,0,1,,5/22/2024,Y,1,2,8,28,1,2,1,,,5/29/2024,Y,1,2,8,28,3,0,4,,,6/5/24,Y,3,2,4,29.3,2,2,4,Some discs senesced,6/12/24,Y,1,3,9,29.2,4,2,7,,6/19/24,Y,1,2,7,27.4,0,1,10,,6/26/24,Y,1,2,6,23.4,9,0,5,5,,7/3/24,Y,1,1,9,27.3,10,0,3,8,,7/11/24,Y,2,1,6,27.7,7,0,2,10,,7/18/24,Y,1,3,8,28,5,1,1,10,,7/25/24,Y,2,3,7,27.8,1,2,11,,8/7/24,Y,1,3,26.7,3,5,10,
9-2-10,135,5/1/2024,Y,0,1,NA,8,0,4.5,1.0,NA,NA,5/8/2024,Y,0,1,NA,14,7.2,1,NA,,5/15/2024,0,1,NA,13,9.8,1.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
8-1-8,136,5/1/2024,Y,0,1,NA,11,0,11.0,1.5,NA,NA,5/8/2024,Y,0,1,NA,14,17.4,1.9,NA,,5/15/2024,0,1,NA,16,21.1,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,1,0,0,5.4,0,0,0,,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,1,1,0,41.5,0,0,0,,6/19/24,Y,1,0,0,30.4,0,0,0,,6/26/24,Y,1,0,0,40.4,0,0,0,0,,7/3/24,Y,1,1,0,65.7,0,0,0,0,,7/11/24,Y,1,0,0,69,0,0,0,0,,7/18/24,Y,1,0,8,93.8,0,0,0,0,,7/25/24,Y,1,0,8,107.6,0,0,0,,8/7/24,Y,1,0,112.3,0,1,0,
7-5-7,137,5/1/2024,Y,0,1,NA,10,0,10.3,1.9,NA,NA,5/8/2024,Y,1,0,0.5,14,15.5,2.1,0,,5/15/2024,0,1,NA,16,20.9,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
4-1-1,138,5/1/2024,Y,0,1,NA,13,1,16.5,2.1,NA,NA,5/8/2024,Y,1,0,0.8,18,21.6,2.4,0,,5/15/2024,1,0,3.5,16,21.6,2.6,0,0,0,,5/22/2024,Y,1,0,0,10.1,0,0,0,,,5/29/2024,Y,1,0,0,19.4,0,0,0,,,6/5/24,Y,1,0,0,30.6,0,0,0,,6/12/24,Y,1,1,0,41.8,0,0,0,,6/19/24,Y,1,0,0,45.5,0,0,0,,6/26/24,Y,1,0,0,52.1,0,0,0,0,,7/3/24,Y,1,1,0,78.9,0,0,0,0,,7/11/24,Y,1,0,4,86.2,0,0,0,0,,7/18/24,Y,1,0,8,103.6,0,0,0,0,,7/25/24,Y,1,0,8,111.3,0,0,0,,8/7/24,Y,1,0,110.8,1,1,0,
4-3-5,139,5/1/2024,Y,0,1,NA,12,0,10.0,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,14.6,2,NA,,5/15/2024,0,1,NA,16,21.1,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
1-4-2,140,5/1/2024,Y,1,0,3.5,15,3,13.0,2.1,0,N,5/8/2024,Y,2,0,9,25,13.9,1.8,0,,5/15/2024,3,0,20.7,38,14.6,2.2,0,0,0,,5/22/2024,Y,3,0,3,34,3,0,0,,,5/29/2024,Y,3,0,3,44,3,1,0,,,6/5/24,Y,3,0,3,46.5,2,2,1,,6/12/24,Y,1,1,5,45.5,2,0,3,,6/19/24,Y,3,0,4,44.6,1,0,4,,6/26/24,Y,3,0,6,50.3,4,0,4,0,,7/3/24,Y,1,1,8,44.5,3,1,1,3,,7/11/24,Y,3,0,5,44.7,4,0,2,3,,7/18/24,Y,3,0,14,44.4,1,0,0,5,,7/25/24,Y,3,0,5,44.9,0,0,6,,8/7/24,Y,3,0,44.3,0,1,5,
8-6-8,141,5/1/2024,Y,0,1,NA,12,0,10.5,2.2,NA,NA,5/8/2024,Y,1,0,5.2,14,20.7,2.8,0,,5/15/2024,1,0,15.1,18,21.6,2.9,0,0,0,,5/22/2024,Y,1,0,0,25.2,0,0,0,,,5/29/2024,Y,1,0,0,33.6,0,0,0,,,6/5/24,Y,1,0,0,46.3,0,0,0,,6/12/24,Y,1,1,0,52.9,0,0,0,,6/19/24,Y,1,0,0,61,0,0,0,,6/26/24,Y,1,0,3,61.5,1,0,0,0,,7/3/24,Y,1,1,5,84.2,1,0,0,0,,7/11/24,Y,1,0,5,80.4,1,0,0,0,,7/18/24,Y,1,0,5,87,1,0,1,0,,7/25/24,Y,1,0,5,87.3,0,1,0,,8/7/24,Y,1,0,86.8,2,1,0,
3-6-3,142,5/1/2024,Y,1,0,0.5,11,1,13.2,2.0,0,N,5/8/2024,Y,1,0,0.5,14,18.7,2.6,0,,5/15/2024,0,1,NA,19,22.6,2.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
4-2-8,143,5/1/2024,Y,1,1,6.8,28,7,11.1,1.8,0,N,5/8/2024,Y,1,2,17.5,55,12.6,2,Y,,5/15/2024,1,2,26.0,54,11.9,1.6,0,0,0,,5/22/2024,Y,1,2,10,27.1,4,1,0,,,5/29/2024,Y,1,2,10,28,2,1,5,,,6/5/24,Y,1,2,7,27.9,5,2,5,Some discs senesced,6/12/24,Y,1,3,9,27,5,1,9,,6/19/24,Y,1,2,9,27.2,0,0,11,,6/26/24,Y,1,2,10,22.9,8,0,0,12,,7/3/24,Y,1,1,11,26.4,1,0,4,7,,7/11/24,Y,2,1,9,27.3,6,0,0,12,,7/18/24,Y,1,2,10,26.9,1,0,0,10,,7/25/24,Y,1,2,10,27.2,0,0,10,,8/7/24,Y,1,2,27.5,0,1,11,
10-6-6,144,5/1/2024,Y,0,1,NA,12,0,10.4,1.7,NA,NA,5/8/2024,Y,0,1,NA,13,13,1.8,NA,,5/15/2024,0,1,NA,18,18.4,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
6-3-10,145,5/1/2024,Y,0,1,NA,11,0,12.3,2.2,NA,NA,5/8/2024,Y,0,1,NA,13,14.3,2.7,NA,,5/15/2024,0,1,NA,17,17.0,2.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
