label,index,Date.1,Surv.1,numStem.1,numRos.1,stemLength.1,numLvs.1,# latBuds.1,leafLong.1,leafWide.1,numFlwrBud.1,flwrBud.1,Date.2,Surv.2,numStem.2,numRos.2,stemLength.2,numLvs.2,leafLong.2,leafWide.2,flwrBud.2,notes.2,Date.3,numStem.3,numRos.3,stemLength.3,numLvs.3,leafLong.3,leafWide.3,numFlwrB.3,numRayF.3,numDiscF.3,firstFlwr.3,Date.4,Surv.4,numStem.4,numRos.4,numLSt.4,stemLength.4,numFlwrB.4,numRayF.4,numDiscF.4,firstFlwr.4,notes.4,Date.5,Surv.5,numStem.5,numRos.5,numLSt.5,stemLength.5,numFlwrB.5,numRayF.5,numDiscF.5,firstFlwr.5,notes.5,Date.6,Surv..6,numStem.6,numRos.6,numLSt.6,stemLength.6,numFlwrB.6,numRayF.6,numDiscF.6,notes.6,Date.7,Surv.7,numStem.7,numRos.7,numLSt.7,stemLength.7,numFlwrB.7,numRayF.7,numDiscF.7,notes.7,Index2,Date.8 ,Surv.8,numStem.8,numRos.8,numLSt.8,stemLength.8,numFlwrB.8,numRayF.8,numDiscF.8,notes.8
3-6-11,48,5/1/2024,Y,0,1,NA,7,0,9.6,1.7,NA,NA,5/8/2024,Y,0,1,NA,10,16.3,1.6,NA,,5/15/2024,0,1,NA,14,21.6,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,48,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
1-6-8,49,5/1/2024,Y,1,3,13.8,25,14,10.0,1.5,1,Y,5/8/2024,Y,1,4,19.6,82,15.3,1.5,Y,,5/15/2024,1,3,24.7,99,17.8,1.9,2,1,1,,5/22/2024,Y,1,3,9,21.2,0,2,2,,,5/29/2024,Y,1,3,9,20.7,1,1,4,,,6/5/24,Y,2,1,5,24.2,3,1,5,Some discs senesced,6/12/24,Y,1,1,8,25.3,0,3,6,All discs senesced,49,6/19/24,Y,1,2,6,25.3,0,0,9,8 of 9 discs senesced
8-5-2,50,5/1/2024,Y,1,0,4.3,17,0,12.3,1.6,0,N,5/8/2024,Y,1,0,19.3,41,13.7,1.8,Y,,5/15/2024,1,0,37.0,61,13.1,1.9,6,0,0,,5/22/2024,Y,1,0,10,41.5,11,3,0,,,5/29/2024,Y,1,0,8,32,15,4,5,,,6/5/24,Y,1,0,7,42.9,12,13,10,,6/12/24,Y,1,0,6,43.4,6,12,19,7 of 19 discs senesced,50,6/19/24,Y,1,0,5,41.3,7,5,31,20 of 31 discs senesced
3-1-5,51,5/1/2024,Y,0,1,NA,10,0,7.3,1.4,NA,NA,5/8/2024,Y,0,1,NA,12,11.2,1.4,NA,,5/15/2024,0,1,NA,15,16.2,1.7,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,51,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-3-5,52,5/1/2024,Y,0,1,NA,12,1,8.9,1.5,NA,NA,5/8/2024,Y,1,0,0.5,13,15.9,2.4,0,,5/15/2024,0,1,NA,15,18.9,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,52,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-2-4,53,5/1/2024,Y,1,0,5.6,18,6,13.4,2.1,0,N,5/8/2024,Y,1,2,18.7,29,15.2,2.3,0,,5/15/2024,1,2,35.5,40,15.3,2.4,3,0,0,,5/22/2024,Y,1,2,5,40.5,2,3,0,,,5/29/2024,Y,1,2,5,40.1,5,1,3,,,6/5/24,Y,1,2,4,41.6,3,4,4,,6/12/24,Y,1,2,4,42.3,3,2,8,5 of 8 discs senesced,53,6/19/24,Y,1,2,4,42,2,2,11,10 of 11 discs senesced
9-1-2,54,5/1/2024,Y,0,1,NA,12,0,6.8,1.3,NA,NA,5/8/2024,Y,0,1,NA,14,13.7,2,NA,,5/15/2024,0,1,NA,18,14.2,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,54,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
12-3-4,55,5/1/2024,Y,0,1,NA,7,0,5.8,1.5,NA,NA,5/8/2024,Y,0,1,NA,9,10.2,1.3,NA,,5/15/2024,0,1,NA,12,14.8,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,55,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-5-4,56,5/1/2024,Y,1,0,4.4,17,4,8.3,1.4,0,N,5/8/2024,Y,1,0,13.7,47,10.2,1.7,Y,,5/15/2024,1,0,20.3,78,9.4,1.6,2,0,0,,5/22/2024,Y,1,1,10,13.7,0,0,0,,Stem broke,5/29/2024,Y,1,1,10,13.6,3,0,0,,Primary stem broken.,6/5/24,Y,3,1,6,12.9,4,2,0,Damage to apical meristem,6/12/24,Y,1,1,7,14.2,4,5,0,"Primary stem broken, later stems much taller ",56,6/19/24,Y,1,1,7,14.7,4,4,5,Primary stem broken
5-2-10,57,5/1/2024,Y,1,0,7.1,36,9,11.0,2.2,0,N,5/8/2024,Y,1,3,19.8,48,12.2,2.2,Y,,5/15/2024,1,3,32.1,58,18.2,1.8,3,0,0,,5/22/2024,Y,1,3,4,36,3,1,0,,,5/29/2024,Y,1,3,4,36,1,0,3,,,6/5/24,Y,1,2,5,38.3,3,1,3,All disc flowers senesced,6/12/24,Y,1,2,5,38.3,0,2,4,3 of 4 discs senesced,57,6/19/24,Y,1,2,5,36.2,0,0,6,5 of 6 discs senesced
5-5-2,58,5/1/2024,Y,1,0,2.1,12,1,16.7,2.3,0,N,5/8/2024,Y,1,1,11.7,21,19.2,2.5,0,,5/15/2024,1,0,24.3,20,19.2,2.5,0,0,0,,5/22/2024,Y,1,0,0,37.1,0,0,0,,,5/29/2024,Y,1,0,0,46.8,0,0,0,,,6/5/24,Y,1,0,0,66,2,1,0,,6/12/24,Y,1,0,3,70.7,3,3,0,,58,6/19/24,Y,1,0,3,71.2,3,4,1,
10-5-6,59,5/1/2024,Y,0,1,NA,12,0,7.6,1.3,NA,NA,5/8/2024,Y,0,1,NA,14,12.9,1.1,NA,,5/15/2024,1,0,2.0,17,16.2,1.3,0,0,0,,5/22/2024,Y,1,0,0,9.4,0,0,0,,,5/29/2024,Y,1,0,0,22.1,0,0,0,,,6/5/24,Y,1,0,0,35.8,0,0,0,,6/12/24,Y,1,0,0,46.9,0,0,0,,59,6/19/24,Y,1,0,0,44.2,0,0,0,
12-4-6,60,5/1/2024,Y,1,0,4.6,22,5,12.6,2.3,0,N,5/8/2024,Y,1,1,17.6,39,15.1,2.2,0,,5/15/2024,2,1,33.3,51,14.8,2.2,2,0,0,,5/22/2024,Y,1,1,5,49.2,5,1,0,,,5/29/2024,Y,1,1,6,50.8,7,1,1,,,6/5/24,Y,3,1,4,52.5,2,3,4,,6/12/24,Y,1,1,6,52.5,1,3,6,4 of 6 discs senesced,60,6/19/24,Y,1,1,6,52.2,3,0,9,
13-1-10,61,5/1/2024,Y,0,1,NA,10,0,6.0,1.2,NA,NA,5/8/2024,Y,0,1,NA,13,10.9,1.3,NA,,5/15/2024,0,1,NA,16,15.6,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,61,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
2-3-2,62,5/1/2024,Y,0,1,NA,13,3,14.1,1.6,NA,NA,5/8/2024,Y,1,0,1,18,22.5,1.7,0,,5/15/2024,0,1,NA,19,24.5,1.7,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,62,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
12-3-8,63,5/1/2024,Y,0,1,NA,9,0,9.6,2.3,NA,NA,5/8/2024,Y,0,2,NA,12,15.6,2.6,NA,,5/15/2024,0,2,NA,17,21.7,3.1,NA,NA,NA,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,2,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,63,6/19/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,
12-1-9,64,5/1/2024,Y,0,1,NA,10,0,14.3,2.3,NA,NA,5/8/2024,Y,1,0,0.8,12,20.7,3.2,0,,5/15/2024,1,0,8.8,17,21.6,3.4,0,0,0,,5/22/2024,Y,1,0,0,19.1,0,0,0,,,5/29/2024,Y,1,0,0,32.6,0,0,0,,,6/5/24,Y,1,0,0,48.8,0,0,0,,6/12/24,Y,1,0,0,62.1,0,0,0,,64,6/19/24,Y,1,0,0,58.9,0,0,0,
7-5-1,65,5/1/2024,Y,1,0,2.4,11,2,7.2,1.5,0,N,5/8/2024,Y,1,1,8.3,24,11.2,1.9,0,,5/15/2024,1,1,21.0,38,10.6,2.1,1,0,0,,5/22/2024,Y,1,1,4,31.2,6,0,0,,,5/29/2024,Y,1,1,5,31.9,5,3,1,,,6/5/24,Y,1,1,5,33.5,4,5,4,Some discs senesced,6/12/24,Y,1,1,5,33.4,2,0,9,5 of 9 discs senesced,65,6/19/24,Y,1,1,5,33.2,3,0,11,All discs senesced
6-6-11,66,5/1/2024,Y,0,1,NA,12,0,14.2,2.1,NA,NA,5/8/2024,Y,1,0,0.6,14,22.1,2.4,0,,5/15/2024,1,0,1.6,17,24.0,2.6,0,0,0,,5/22/2024,Y,1,0,0,8.7,0,0,0,,,5/29/2024,Y,1,0,0,20.6,0,0,0,,,6/5/24,Y,1,0,0,40.7,0,0,0,,6/12/24,Y,1,0,0,53,0,0,0,,66,6/19/24,Y,1,0,0,50.3,0,0,0,
6-5-3,67,5/1/2024,Y,1,0,5.7,20,4,16.5,3.0,0,N,5/8/2024,Y,1,0,17.5,29,18.5,3.1,0,,5/15/2024,3,0,34.0,36,18.2,2.7,1,0,0,,5/22/2024,Y,3,0,5,53.5,3,1,0,,,5/29/2024,Y,3,0,5,60.1,6,3,1,,,6/5/24,Y,3,0,4,62.9,3,3,4,,6/12/24,Y,3,0,5,61.5,5,4,6,4 of 6 discs senesced,67,6/19/24,Y,3,0,5,59.9,4,5,10,6 of 10 discs senesced
9-6-6,68,5/1/2024,Y,0,1,NA,15,0,6.6,2.2,NA,NA,5/8/2024,Y,0,1,NA,19,10.3,2.1,NA,,5/15/2024,0,1,NA,22,11.5,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,68,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-6-6,69,5/1/2024,Y,0,1,NA,13,0,8.7,1.9,NA,NA,5/8/2024,Y,0,1,NA,16,11.6,1.9,NA,,5/15/2024,0,1,NA,19,12.5,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,69,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-5-5,70,5/1/2024,Y,0,1,NA,7,0,7.2,1.6,NA,NA,5/8/2024,Y,0,1,NA,9,11.9,2,NA,,5/15/2024,0,1,NA,12,15.7,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,70,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
12-4-2,71,5/1/2024,Y,0,1,NA,10,0,9.1,1.8,NA,NA,5/8/2024,Y,0,1,NA,13,14.8,1.6,NA,,5/15/2024,0,1,NA,16,17.9,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,71,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
8-3-4,72,5/1/2024,Y,0,1,NA,9,0,11.2,1.8,NA,NA,5/8/2024,Y,1,0,0.5,14,17.2,2.1,0,,5/15/2024,0,1,NA,15,25.0,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,72,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
7-5-9,73,5/1/2024,Y,0,1,NA,9,0,8.1,1.2,NA,NA,5/8/2024,Y,0,1,NA,11,15.7,1.7,NA,,5/15/2024,0,1,NA,14,21.8,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,73,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-3-7,74,5/1/2024,Y,1,0,6.3,23,6,15.6,2.1,0,N,5/8/2024,Y,1,2,20.8,47,16.1,2.6,Y,,5/15/2024,1,2,37.0,45,15.5,2.5,5,0,0,,5/22/2024,Y,1,2,6,47.2,7,2,0,,,5/29/2024,Y,1,2,6,47,7,4,4,,,6/5/24,Y,1,1,6,48.7,1,8,7,,6/12/24,Y,1,2,6,48.8,0,4,13,9 of 13 discs senesced,74,6/19/24,Y,1,2,6,49.6,2,0,17,14 of 17 discs senesced
9-2-2,75,5/1/2024,Y,0,1,NA,7,0,6.2,1.7,NA,NA,5/8/2024,Y,0,1,NA,10,8.9,1.9,NA,,5/15/2024,0,1,NA,12,12.2,1.7,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,75,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-5-10,76,5/1/2024,Y,0,1,NA,12,0,8.8,1.4,NA,NA,5/8/2024,Y,0,1,NA,13,11.8,1.3,NA,,5/15/2024,0,1,NA,16,16.5,1.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,76,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-6-2,77,5/1/2024,Y,0,1,NA,10,0,7.0,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,10.4,1.8,NA,,5/15/2024,0,1,NA,17,17.3,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,77,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
8-2-6,78,5/1/2024,Y,1,0,4.1,11,1,12.6,2.2,0,N,5/8/2024,Y,1,2,11.8,26,14.6,2.3,0,,5/15/2024,1,2,24.6,38,14.5,2.2,1,0,0,,5/22/2024,Y,1,2,6,41.7,7,0,0,,,5/29/2024,Y,1,2,6,46.8,11,4,0,,,6/5/24,Y,1,2,5,51.7,6,8,1,,6/12/24,Y,1,2,6,51.7,4,8,3,,78,6/19/24,Y,1,2,6,52.4,3,3,15,11 of 15 discs senesced
2-1-4,79,5/1/2024,Y,0,1,NA,11,0,10.1,1.5,NA,NA,5/8/2024,Y,0,1,NA,11,14.3,1.6,NA,,5/15/2024,0,1,NA,14,21.0,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,79,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
7-1-8,80,5/1/2024,Y,0,1,NA,8,0,8.2,1.8,NA,NA,5/8/2024,Y,0,1,NA,11,11.5,1.8,NA,,5/15/2024,0,1,NA,14,18.1,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,80,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-6-6,81,5/1/2024,Y,0,2,NA,16,0,9.9,1.7,NA,NA,5/8/2024,Y,0,2,NA,24,16,2.1,NA,,5/15/2024,0,2,NA,29,19.3,2.2,NA,NA,NA,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,2,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,81,6/19/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,
2-4-9,82,5/1/2024,Y,0,1,NA,10,0,11.1,2.2,NA,NA,5/8/2024,Y,0,1,NA,10,13.4,2.1,NA,,5/15/2024,0,1,NA,15,15.8,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,82,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
2-2-2,83,5/1/2024,Y,0,1,NA,8,0,6.5,1.7,NA,NA,5/8/2024,Y,0,1,NA,8,13.1,2.4,NA,,5/15/2024,0,1,NA,10,21.4,2.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,83,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
2-5-9,84,5/1/2024,Y,1,0,6.6,9,7,11.5,2.2,0,N,5/8/2024,Y,1,1,16.8,23,12.5,2.3,0,,5/15/2024,1,1,27.5,15,12.8,2.1,2,0,0,,5/22/2024,Y,1,1,10,38,2,2,0,,,5/29/2024,Y,1,1,6,38.7,3,1,2,,,6/5/24,Y,1,1,3,40.6,1,4,3,,6/12/24,Y,1,1,5,46.1,0,2,6,3 of 6 discs senesced,84,6/19/24,Y,1,1,4,47.8,1,0,8,7 of 8 discs senesced
2-3-10,85,5/1/2024,Y,0,1,NA,10,0,11.7,2.2,NA,NA,5/8/2024,Y,0,1,NA,10,17.4,2.8,NA,,5/15/2024,1,0,3.7,14,21.8,3.3,0,0,0,,5/22/2024,Y,1,0,0,13.1,0,0,0,,,5/29/2024,Y,1,0,0,24.5,0,0,0,,,6/5/24,Y,1,0,0,41.9,0,0,0,,6/12/24,Y,1,1,0,47,0,0,0,,85,6/19/24,Y,1,0,0,58.2,0,0,0,
7-1-2,86,5/1/2024,Y,0,1,NA,6,0,1.6,1.0,NA,NA,5/8/2024,Y,0,1,NA,7,4,1.1,NA,,5/15/2024,0,1,NA,8,8.5,1.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,86,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
7-5-6,87,5/1/2024,Y,0,1,NA,17,0,7.3,1.3,NA,NA,5/8/2024,Y,0,1,NA,9,13.5,1.1,NA,,5/15/2024,0,1,NA,12,18.6,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,87,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
9-5-4,88,5/1/2024,Y,1,0,1.2,14,2,14.5,2.0,0,N,5/8/2024,Y,1,0,0.7,19,21.6,2.3,0,"Side stems at ground level look like rosettes, but wiggling center stem show really are attached at the base.",5/15/2024,0,1,NA,23,22.5,2.4,NA,NA,NA,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,88,6/19/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,
6-6-9,89,5/1/2024,Y,0,1,NA,12,0,12.9,1.6,NA,NA,5/8/2024,Y,0,1,NA,15,19.2,1.6,NA,,5/15/2024,0,1,NA,19,23.9,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,89,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-6-7,90,5/1/2024,Y,0,1,NA,7,0,4.8,1.4,NA,NA,5/8/2024,Y,0,1,NA,8,7.8,1.2,NA,,5/15/2024,0,1,NA,11,13.2,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,90,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
7-2-7,91,5/1/2024,Y,0,1,NA,9,0,9.4,1.8,NA,NA,5/8/2024,Y,0,1,NA,12,17.1,2.2,NA,,5/15/2024,0,1,NA,14,22.5,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,91,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-5-8,92,5/1/2024,Y,1,0,1.3,13,2,14.9,2.0,0,N,5/8/2024,Y,0,1,NA,16,18.7,2,NA,,5/15/2024,1,0,2.1,15,26.5,2.4,0,0,0,,5/22/2024,Y,1,0,0,2.3,0,0,0,,,5/29/2024,Y,1,0,0,2.6,0,0,0,,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,1,1,0,5.1,0,0,0,,92,6/19/24,Y,1,0,0,12.4,0,0,0,
6-1-3,93,5/1/2024,Y,1,3,6.5,30,8,11.4,2.2,0,N,5/8/2024,Y,1,0,16.6,51,12,2.4,0,"Side stems at ground level look like rosettes, but wiggling center stem show really are attached at the base.",5/15/2024,1,3,27.1,63,13.0,1.6,2,0,0,,5/22/2024,Y,4,1,6,35.7,1,1,0,,,5/29/2024,Y,3,1,8,37.1,1,1,1,,,6/5/24,Y,3,1,6,53.9,1,0,2,,6/12/24,Y,3,4,4,38.2,2,1,2,,93,6/19/24,Y,3,1,6,37.3,0,0,3,
8-6-6,94,5/1/2024,Y,0,1,NA,11,0,9.4,1.0,NA,NA,5/8/2024,Y,0,1,NA,13,15.7,1.4,NA,,5/15/2024,0,1,NA,15,22.0,1.9,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,1,1,0,1.5,0,0,0,Stem growing curved,94,6/19/24,Y,1,0,0,7.8,0,0,0,Side growth 
2-4-2,95,5/1/2024,Y,0,1,NA,6,1,3.3,0.9,NA,NA,5/8/2024,Y,0,1,NA,10,6.1,1.3,NA,,5/15/2024,1,0,3.8,14,11.3,1.7,0,0,0,,5/22/2024,Y,2,0,0,12.3,0,0,0,,,5/29/2024,Y,2,0,0,27,0,0,0,,,6/5/24,Y,1,0,0,42.7,0,0,0,,6/12/24,Y,1,2,1,51.5,0,0,0,,95,6/19/24,Y,2,0,3,68.6,3,0,0,
12-4-1,96,5/1/2024,Y,0,1,NA,10,0,6.4,1.4,NA,NA,5/8/2024,Y,0,1,NA,12,9.9,1.5,NA,,5/15/2024,0,1,NA,14,11.5,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,96,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
9-1-12,97,5/1/2024,Y,0,1,NA,9,0,9.9,1.9,NA,NA,5/8/2024,Y,1,0,1.3,13,17.4,2,0,,5/15/2024,0,1,NA,16,20.2,2.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,97,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
