MaternalLine,FlowerHead,PlantingDate,FirstLeafDate,TransplantDate,Id,Country,State,County,Latitude,Longitude,Google_cood,Locality,Location Details,label,index,Date.1,Surv.1,numStem.1,numRos.1,stemLength.1,numLvs.1,# latBuds.1,leafLong.1,leafWide.1,numFlwrBud.1,flwrBud.1,Date.2,Surv.2,numStem.2,numRos.2,stemLength.2,numLvs.2,leafLong.2,leafWide.2,flwrBud.2,notes.2,Date.3,numStem.3,numRos.3,stemLength.3,numLvs.3,leafLong.3,leafWide.3,numFlwrB.3,numRayF.3,numDiscF.3,firstFlwr.3,Date.4,Surv.4,numStem.4,numRos.4,numLSt.4,stemLength.4,numFlwrB.4,numRayF.4,numDiscF.4,firstFlwr.4,notes.4,Date.5,Surv.5,numStem.5,numRos.5,numLSt.5,stemLength.5,numFlwrB.5,numRayF.5,numDiscF.5,firstFlwr.5,notes.5,Date.6,Surv..6,numStem.6,numRos.6,numLSt.6,stemLength.6,numFlwrB.6,numRayF.6,numDiscF.6,notes.6,Date.7,Surv.7,numStem.7,numRos.7,numLSt.7,stemLength.7,numFlwrB.7,numRayF.7,numDiscF.7,notes.7,Index2,Date.8,Surv.8,numStem.8,numRos.8,numLSt.8,stemLength.8,numFlwrB.8,numRayF.8,numDiscF.8,notes.8,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year
2011-2618-1,27C,2/29/24,3/8/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",4-5-5,108,5/1/2024,Y,0,1,NA,12,0,10.6,1.5,NA,NA,5/8/2024,Y,0,1,NA,14,14.6,1.3,NA,NA,5/15/2024,0,1,NA,17,18.1,1.8,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,108,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,24B,2/29/24,3/7/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",6-2-11,116,5/1/2024,Y,0,1,NA,12,0,12.9,1.4,NA,NA,5/8/2024,Y,1,0,0.5,15,19.2,1.5,0,NA,5/15/2024,0,1,NA,19,24,1.6,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,116,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,12A,2/29/24,3/8/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",8-1-11,161,5/1/2024,Y,0,1,NA,12,0,10.2,1.4,NA,NA,5/8/2024,Y,0,1,NA,15,18.4,2.2,NA,NA,5/15/2024,0,1,NA,16,25,2.4,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,161,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,26A,2/29/24,3/7/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",2-1-9,175,5/1/2024,Y,0,1,NA,11,0,7.5,1.3,NA,NA,5/8/2024,Y,0,1,NA,13,14.3,2,NA,NA,5/15/2024,0,1,NA,16,20,2,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,175,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,4A,2/29/24,3/8/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",5-5-4,177,5/1/2024,Y,0,1,NA,9,0,13.8,2,NA,NA,5/8/2024,Y,1,0,0.6,12,22.6,2.9,0,NA,5/15/2024,1,0,3.9,16,28.8,2.7,0,0,0,NA,5/22/2024,Y,1,0,0,11,0,0,0,NA,NA,5/29/2024,Y,1,0,0,23.2,0,0,0,NA,NA,6/5/24,Y,1,0,0,34,0,0,0,NA,6/12/24,Y,1,0,0,49.3,0,0,0,NA,177,6/19/24,Y,1,0,0,60,0,0,0,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,1B,2/28/24,3/12/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",1-3-2,181,5/1/2024,Y,1,0,7.1,12,4,13.4,2.2,0,N,5/8/2024,Y,1,3,21.2,26,14.3,2.4,Y,NA,5/15/2024,1,3,37.3,40,13.8,2,3,0,0,NA,5/22/2024,Y,1,3,8,41.7,7,1,0,NA,NA,5/29/2024,Y,1,4,12,12.7,12,3,2,NA,NA,6/5/24,Y,1,3,9,42.3,8,3,5,NA,6/12/24,Y,1,3,6,42.5,0,6,11,9 of 11 discs senesced,181,6/19/24,Y,1,2,6,42,3,0,16,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,26A,2/29/24,3/6/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",2-1-8,229,5/1/2024,Y,1,0,2.5,12,6,12.6,1.4,0,N,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,1,2,22.2,24,13.1,2,3,0,0,NA,5/22/2024,Y,1,2,7,31.6,6,0,0,NA,NA,5/29/2024,Y,1,2,8,34.8,8,2,0,NA,NA,6/5/24,Y,1,2,6,34.5,7,3,2,NA,6/12/24,Y,1,2,3,35.2,4,3,5,NA,229,6/19/24,Y,1,2,7,35,6,1,8,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,1B,2/29/24,3/6/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",1-6-9,230,5/1/2024,Y,1,0,1.5,4,3,6.8,0.8,0,N,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,1,3,5.9,22,16.8,1.9,0,0,0,NA,5/22/2024,Y,1,3,0,14,0,0,0,NA,NA,5/29/2024,Y,1,3,0,22.7,0,0,0,NA,NA,6/5/24,Y,1,3,0,28.8,0,0,0,NA,6/12/24,Y,1,3,0,38.2,0,0,0,NA,230,6/19/24,Y,1,3,0,43.4,0,0,0,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,20C,2/29/24,3/6/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",9-4-9,263,5/1/2024,Y,0,1,NA,10,0,8.9,1.9,NA,NA,5/8/2024,Y,0,1,NA,17,13.9,1.6,NA,NA,5/15/2024,1,1,1.2,17,17.8,1.8,0,0,0,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,263,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,30B,2/29/24,3/12/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",5-5-12,317,5/1/2024,Y,1,0,3.5,12,2,16.8,1.8,0,N,5/8/2024,Y,1,0,21.5,23,17.2,2,0,Dry,5/15/2024,1,0,33,28,17.8,1.8,2,0,0,NA,5/22/2024,Y,1,0,5,50.9,7,0,0,NA,NA,5/29/2024,Y,1,0,5,57.4,7,3,1,NA,NA,6/5/24,Y,1,0,5,56.9,6,2,4,Stem length not tallest point,6/12/24,Y,1,0,4,57.2,5,4,6,NA,317,6/19/24,Y,1,0,4,56.5,3,4,10,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,7B,2/29/24,3/6/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",6-3-3,352,5/1/2024,Y,0,1,NA,12,0,9.5,1.8,NA,NA,5/8/2024,Y,0,1,NA,14,15.7,1.7,NA,NA,5/15/2024,0,1,NA,17,20.1,2.2,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,352,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,20C,2/29/24,3/6/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",9-4-10,354,5/1/2024,Y,0,1,NA,11,0,8.8,1.6,NA,NA,5/8/2024,Y,0,1,NA,16,14,1.5,NA,NA,5/15/2024,0,1,NA,16,16.2,1.5,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,354,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,24B,2/29/24,3/12/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",6-2-10,383,5/1/2024,Y,0,1,NA,9,0,11.3,1.9,NA,NA,5/8/2024,Y,0,1,NA,12,17.1,2.2,NA,NA,5/15/2024,0,1,NA,15,23,2.1,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,383,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,5A,2/29/24,3/7/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",7-6-11,389,5/1/2024,Y,1,0,1.7,11,0,12.8,2.3,0,N,5/8/2024,Y,1,0,7.6,19,16.8,2.4,0,NA,5/15/2024,1,0,19.4,20,17.2,2.6,0,0,0,NA,5/22/2024,Y,1,0,5,35.3,5,0,0,NA,NA,5/29/2024,Y,1,1,6,45.7,10,1,0,NA,Several dead leaves at base.,6/5/24,Y,1,0,6,47.6,5,4,1,NA,6/12/24,Y,1,0,5,38.4,3,5,5,NA,389,6/19/24,Y,1,1,5,46,5,0,10,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,25A,2/29/24,3/12/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",4-5-7,401,5/1/2024,Y,0,1,NA,10,0,12.6,1.6,NA,NA,5/8/2024,Y,0,1,NA,12,15.4,2.1,NA,NA,5/15/2024,1,0,1.4,14,20.3,2.6,0,0,0,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,1,0,0,1.8,0,0,0,NA,Several dead leaves at base.,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,401,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,3C,2/29/24,3/12/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",7-6-3,449,5/1/2024,Y,0,1,NA,9,0,9.5,1.5,NA,NA,5/8/2024,Y,0,1,NA,11,17.1,2.1,NA,NA,5/15/2024,0,1,NA,13,22.7,2.4,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,449,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,15A,2/29/24,3/12/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",7-3-5,454,5/1/2024,Y,0,1,NA,8,0,9.6,1.6,NA,NA,5/8/2024,Y,0,1,NA,10,13.8,1.3,NA,NA,5/15/2024,0,1,NA,15,18.6,1.3,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,1,0,0,1.1,0,0,0,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,454,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2618-1,12A,2/29/24,3/8/24,4/12/24,1180021,United States,Illinois,Peoria,40.7222223,-89.5519444,"40.69352232924267, -89.59142458669179",NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",8-2-1,458,5/1/2024,Y,0,1,NA,9,0,11.9,1.9,NA,NA,5/8/2024,Y,0,1,NA,9,20.2,2.2,NA,NA,5/15/2024,0,1,NA,12,20.6,2.3,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,458,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8685,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2620-1,14C,3/1/24,3/7/24,4/12/24,1180023,United States,Illinois,Morgan,39.8672223,-90.5533333,"39.87546015928839, -90.55308508241013",NA,"Meredosia Lake, Maternal lines = 30, Seedheads = 90; 5 packets",10-5-4,31,5/1/2024,Y,0,1,NA,12,0,10.6,1.5,NA,NA,5/8/2024,Y,0,1,NA,14,15.2,1.3,NA,NA,5/15/2024,0,1,NA,18,20.7,1.6,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,31,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8756,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,07 Oct 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2620-1,30B,2/29/24,3/19/24,4/12/24,1180023,United States,Illinois,Morgan,39.8672223,-90.5533333,"39.87546015928839, -90.55308508241013",NA,"Meredosia Lake, Maternal lines = 30, Seedheads = 90; 5 packets",8-1-6,39,5/1/2024,Y,0,1,NA,7,0,6.6,1.3,NA,NA,5/8/2024,Y,0,1,NA,9,9.8,1.5,NA,NA,5/15/2024,0,1,NA,10,15.6,1.6,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,39,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8756,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,07 Oct 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2620-1,12B,2/29/24,3/6/24,4/12/24,1180023,United States,Illinois,Morgan,39.8672223,-90.5533333,"39.87546015928839, -90.55308508241013",NA,"Meredosia Lake, Maternal lines = 30, Seedheads = 90; 5 packets",8-5-2,50,5/1/2024,Y,1,0,4.3,17,0,12.3,1.6,0,N,5/8/2024,Y,1,0,19.3,41,13.7,1.8,Y,NA,5/15/2024,1,0,37,61,13.1,1.9,6,0,0,NA,5/22/2024,Y,1,0,10,41.5,11,3,0,NA,NA,5/29/2024,Y,1,0,8,32,15,4,5,NA,NA,6/5/24,Y,1,0,7,42.9,12,13,10,NA,6/12/24,Y,1,0,6,43.4,6,12,19,7 of 19 discs senesced,50,6/19/24,Y,1,0,5,41.3,7,5,31,20 of 31 discs senesced,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8756,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,07 Oct 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2620-1,7B,3/1/24,3/10/24,4/12/24,1180023,United States,Illinois,Morgan,39.8672223,-90.5533333,"39.87546015928839, -90.55308508241013",NA,"Meredosia Lake, Maternal lines = 30, Seedheads = 90; 5 packets",10-5-6,59,5/1/2024,Y,0,1,NA,12,0,7.6,1.3,NA,NA,5/8/2024,Y,0,1,NA,14,12.9,1.1,NA,NA,5/15/2024,1,0,2,17,16.2,1.3,0,0,0,NA,5/22/2024,Y,1,0,0,9.4,0,0,0,NA,NA,5/29/2024,Y,1,0,0,22.1,0,0,0,NA,NA,6/5/24,Y,1,0,0,35.8,0,0,0,NA,6/12/24,Y,1,0,0,46.9,0,0,0,NA,59,6/19/24,Y,1,0,0,44.2,0,0,0,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8756,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,07 Oct 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
