label,index,variable_name,Date_index,values,Date
10-5-6,59,stemLength,6,35.8,2024-06-05
10-5-6,59,stemLength,7,46.9,2024-06-12
10-5-6,59,stemLength,8,44.2,2024-06-19
12-4-6,60,leafLong,1,12.6,2024-05-01
12-4-6,60,leafLong,2,15.1,2024-05-08
12-4-6,60,leafLong,3,14.8,2024-05-15
12-4-6,60,leafWide,1,2.3,2024-05-01
12-4-6,60,leafWide,2,2.2,2024-05-08
12-4-6,60,leafWide,3,2.2,2024-05-15
12-4-6,60,numDiscF,3,0,2024-05-15
12-4-6,60,numDiscF,4,0,2024-05-22
12-4-6,60,numDiscF,5,1,2024-05-29
12-4-6,60,numDiscF,6,4,2024-06-05
12-4-6,60,numDiscF,7,6,2024-06-12
12-4-6,60,numDiscF,8,9,2024-06-19
12-4-6,60,numFlwrB,1,0,2024-05-01
12-4-6,60,numFlwrB,2,0,2024-05-08
12-4-6,60,numFlwrB,3,2,2024-05-15
12-4-6,60,numFlwrB,4,5,2024-05-22
12-4-6,60,numFlwrB,5,7,2024-05-29
12-4-6,60,numFlwrB,6,2,2024-06-05
12-4-6,60,numFlwrB,7,1,2024-06-12
12-4-6,60,numFlwrB,8,3,2024-06-19
12-4-6,60,numLSt,4,5,2024-05-22
12-4-6,60,numLSt,5,6,2024-05-29
12-4-6,60,numLSt,6,4,2024-06-05
12-4-6,60,numLSt,7,6,2024-06-12
12-4-6,60,numLSt,8,6,2024-06-19
12-4-6,60,numLvs,1,22,2024-05-01
12-4-6,60,numLvs,2,39,2024-05-08
12-4-6,60,numLvs,3,51,2024-05-15
12-4-6,60,numRayF,3,0,2024-05-15
12-4-6,60,numRayF,4,1,2024-05-22
12-4-6,60,numRayF,5,1,2024-05-29
12-4-6,60,numRayF,6,3,2024-06-05
12-4-6,60,numRayF,7,3,2024-06-12
12-4-6,60,numRayF,8,0,2024-06-19
12-4-6,60,numRos,1,0,2024-05-01
12-4-6,60,numRos,2,1,2024-05-08
12-4-6,60,numRos,3,1,2024-05-15
12-4-6,60,numRos,4,1,2024-05-22
12-4-6,60,numRos,5,1,2024-05-29
12-4-6,60,numRos,6,1,2024-06-05
12-4-6,60,numRos,7,1,2024-06-12
12-4-6,60,numRos,8,1,2024-06-19
12-4-6,60,numStem,1,1,2024-05-01
12-4-6,60,numStem,2,1,2024-05-08
12-4-6,60,numStem,3,2,2024-05-15
12-4-6,60,numStem,4,1,2024-05-22
12-4-6,60,numStem,5,1,2024-05-29
12-4-6,60,numStem,6,3,2024-06-05
12-4-6,60,numStem,7,1,2024-06-12
12-4-6,60,numStem,8,1,2024-06-19
12-4-6,60,stemLength,1,4.6,2024-05-01
12-4-6,60,stemLength,2,17.6,2024-05-08
12-4-6,60,stemLength,3,33.3,2024-05-15
12-4-6,60,stemLength,4,49.2,2024-05-22
12-4-6,60,stemLength,5,50.8,2024-05-29
12-4-6,60,stemLength,6,52.5,2024-06-05
12-4-6,60,stemLength,7,52.5,2024-06-12
12-4-6,60,stemLength,8,52.2,2024-06-19
13-1-10,61,leafLong,1,6,2024-05-01
13-1-10,61,leafLong,2,10.9,2024-05-08
13-1-10,61,leafLong,3,15.6,2024-05-15
13-1-10,61,leafWide,1,1.2,2024-05-01
13-1-10,61,leafWide,2,1.3,2024-05-08
13-1-10,61,leafWide,3,1.6,2024-05-15
13-1-10,61,numDiscF,3,NA,2024-05-15
13-1-10,61,numDiscF,4,NA,2024-05-22
13-1-10,61,numDiscF,5,NA,2024-05-29
13-1-10,61,numDiscF,6,NA,2024-06-05
13-1-10,61,numDiscF,7,NA,2024-06-12
13-1-10,61,numDiscF,8,NA,2024-06-19
13-1-10,61,numFlwrB,1,NA,2024-05-01
13-1-10,61,numFlwrB,2,NA,2024-05-08
13-1-10,61,numFlwrB,3,NA,2024-05-15
13-1-10,61,numFlwrB,4,NA,2024-05-22
13-1-10,61,numFlwrB,5,NA,2024-05-29
13-1-10,61,numFlwrB,6,NA,2024-06-05
13-1-10,61,numFlwrB,7,NA,2024-06-12
13-1-10,61,numFlwrB,8,NA,2024-06-19
13-1-10,61,numLSt,4,0,2024-05-22
13-1-10,61,numLSt,5,0,2024-05-29
13-1-10,61,numLSt,6,NA,2024-06-05
13-1-10,61,numLSt,7,NA,2024-06-12
13-1-10,61,numLSt,8,NA,2024-06-19
13-1-10,61,numLvs,1,10,2024-05-01
13-1-10,61,numLvs,2,13,2024-05-08
13-1-10,61,numLvs,3,16,2024-05-15
13-1-10,61,numRayF,3,NA,2024-05-15
13-1-10,61,numRayF,4,NA,2024-05-22
13-1-10,61,numRayF,5,NA,2024-05-29
13-1-10,61,numRayF,6,NA,2024-06-05
13-1-10,61,numRayF,7,NA,2024-06-12
13-1-10,61,numRayF,8,NA,2024-06-19
13-1-10,61,numRos,1,1,2024-05-01
13-1-10,61,numRos,2,1,2024-05-08
13-1-10,61,numRos,3,1,2024-05-15
13-1-10,61,numRos,4,1,2024-05-22
13-1-10,61,numRos,5,1,2024-05-29
13-1-10,61,numRos,6,1,2024-06-05
13-1-10,61,numRos,7,1,2024-06-12
13-1-10,61,numRos,8,1,2024-06-19
13-1-10,61,numStem,1,0,2024-05-01
13-1-10,61,numStem,2,0,2024-05-08
13-1-10,61,numStem,3,0,2024-05-15
13-1-10,61,numStem,4,0,2024-05-22
13-1-10,61,numStem,5,0,2024-05-29
13-1-10,61,numStem,6,0,2024-06-05
13-1-10,61,numStem,7,0,2024-06-12
13-1-10,61,numStem,8,0,2024-06-19
13-1-10,61,stemLength,1,NA,2024-05-01
13-1-10,61,stemLength,2,NA,2024-05-08
13-1-10,61,stemLength,3,NA,2024-05-15
13-1-10,61,stemLength,4,NA,2024-05-22
13-1-10,61,stemLength,5,NA,2024-05-29
13-1-10,61,stemLength,6,NA,2024-06-05
13-1-10,61,stemLength,7,NA,2024-06-12
13-1-10,61,stemLength,8,NA,2024-06-19
2-3-2,62,leafLong,1,14.1,2024-05-01
2-3-2,62,leafLong,2,22.5,2024-05-08
2-3-2,62,leafLong,3,24.5,2024-05-15
2-3-2,62,leafWide,1,1.6,2024-05-01
2-3-2,62,leafWide,2,1.7,2024-05-08
2-3-2,62,leafWide,3,1.7,2024-05-15
2-3-2,62,numDiscF,3,NA,2024-05-15
2-3-2,62,numDiscF,4,NA,2024-05-22
2-3-2,62,numDiscF,5,NA,2024-05-29
2-3-2,62,numDiscF,6,NA,2024-06-05
2-3-2,62,numDiscF,7,NA,2024-06-12
2-3-2,62,numDiscF,8,NA,2024-06-19
2-3-2,62,numFlwrB,1,NA,2024-05-01
2-3-2,62,numFlwrB,2,0,2024-05-08
2-3-2,62,numFlwrB,3,NA,2024-05-15
2-3-2,62,numFlwrB,4,NA,2024-05-22
2-3-2,62,numFlwrB,5,NA,2024-05-29
2-3-2,62,numFlwrB,6,NA,2024-06-05
2-3-2,62,numFlwrB,7,NA,2024-06-12
2-3-2,62,numFlwrB,8,NA,2024-06-19
2-3-2,62,numLSt,4,0,2024-05-22
2-3-2,62,numLSt,5,0,2024-05-29
2-3-2,62,numLSt,6,NA,2024-06-05
2-3-2,62,numLSt,7,NA,2024-06-12
2-3-2,62,numLSt,8,NA,2024-06-19
2-3-2,62,numLvs,1,13,2024-05-01
2-3-2,62,numLvs,2,18,2024-05-08
2-3-2,62,numLvs,3,19,2024-05-15
2-3-2,62,numRayF,3,NA,2024-05-15
2-3-2,62,numRayF,4,NA,2024-05-22
2-3-2,62,numRayF,5,NA,2024-05-29
2-3-2,62,numRayF,6,NA,2024-06-05
2-3-2,62,numRayF,7,NA,2024-06-12
2-3-2,62,numRayF,8,NA,2024-06-19
2-3-2,62,numRos,1,1,2024-05-01
2-3-2,62,numRos,2,0,2024-05-08
2-3-2,62,numRos,3,1,2024-05-15
2-3-2,62,numRos,4,1,2024-05-22
2-3-2,62,numRos,5,1,2024-05-29
2-3-2,62,numRos,6,1,2024-06-05
2-3-2,62,numRos,7,1,2024-06-12
2-3-2,62,numRos,8,1,2024-06-19
2-3-2,62,numStem,1,0,2024-05-01
2-3-2,62,numStem,2,1,2024-05-08
2-3-2,62,numStem,3,0,2024-05-15
2-3-2,62,numStem,4,0,2024-05-22
2-3-2,62,numStem,5,0,2024-05-29
2-3-2,62,numStem,6,0,2024-06-05
2-3-2,62,numStem,7,0,2024-06-12
2-3-2,62,numStem,8,0,2024-06-19
2-3-2,62,stemLength,1,NA,2024-05-01
2-3-2,62,stemLength,2,1,2024-05-08
2-3-2,62,stemLength,3,NA,2024-05-15
2-3-2,62,stemLength,4,NA,2024-05-22
2-3-2,62,stemLength,5,NA,2024-05-29
2-3-2,62,stemLength,6,NA,2024-06-05
2-3-2,62,stemLength,7,NA,2024-06-12
2-3-2,62,stemLength,8,NA,2024-06-19
12-3-8,63,leafLong,1,9.6,2024-05-01
12-3-8,63,leafLong,2,15.6,2024-05-08
12-3-8,63,leafLong,3,21.7,2024-05-15
12-3-8,63,leafWide,1,2.3,2024-05-01
12-3-8,63,leafWide,2,2.6,2024-05-08
12-3-8,63,leafWide,3,3.1,2024-05-15
12-3-8,63,numDiscF,3,NA,2024-05-15
12-3-8,63,numDiscF,4,NA,2024-05-22
12-3-8,63,numDiscF,5,NA,2024-05-29
12-3-8,63,numDiscF,6,NA,2024-06-05
12-3-8,63,numDiscF,7,NA,2024-06-12
12-3-8,63,numDiscF,8,NA,2024-06-19
12-3-8,63,numFlwrB,1,NA,2024-05-01
12-3-8,63,numFlwrB,2,NA,2024-05-08
12-3-8,63,numFlwrB,3,NA,2024-05-15
12-3-8,63,numFlwrB,4,NA,2024-05-22
12-3-8,63,numFlwrB,5,NA,2024-05-29
12-3-8,63,numFlwrB,6,NA,2024-06-05
12-3-8,63,numFlwrB,7,NA,2024-06-12
12-3-8,63,numFlwrB,8,NA,2024-06-19
12-3-8,63,numLSt,4,0,2024-05-22
12-3-8,63,numLSt,5,0,2024-05-29
12-3-8,63,numLSt,6,NA,2024-06-05
12-3-8,63,numLSt,7,NA,2024-06-12
12-3-8,63,numLSt,8,NA,2024-06-19
12-3-8,63,numLvs,1,9,2024-05-01
12-3-8,63,numLvs,2,12,2024-05-08
12-3-8,63,numLvs,3,17,2024-05-15
12-3-8,63,numRayF,3,NA,2024-05-15
12-3-8,63,numRayF,4,NA,2024-05-22
12-3-8,63,numRayF,5,NA,2024-05-29
12-3-8,63,numRayF,6,NA,2024-06-05
12-3-8,63,numRayF,7,NA,2024-06-12
12-3-8,63,numRayF,8,NA,2024-06-19
12-3-8,63,numRos,1,1,2024-05-01
12-3-8,63,numRos,2,2,2024-05-08
12-3-8,63,numRos,3,2,2024-05-15
12-3-8,63,numRos,4,2,2024-05-22
12-3-8,63,numRos,5,2,2024-05-29
12-3-8,63,numRos,6,1,2024-06-05
12-3-8,63,numRos,7,1,2024-06-12
12-3-8,63,numRos,8,2,2024-06-19
12-3-8,63,numStem,1,0,2024-05-01
12-3-8,63,numStem,2,0,2024-05-08
12-3-8,63,numStem,3,0,2024-05-15
12-3-8,63,numStem,4,0,2024-05-22
12-3-8,63,numStem,5,0,2024-05-29
12-3-8,63,numStem,6,0,2024-06-05
12-3-8,63,numStem,7,0,2024-06-12
12-3-8,63,numStem,8,0,2024-06-19
12-3-8,63,stemLength,1,NA,2024-05-01
12-3-8,63,stemLength,2,NA,2024-05-08
12-3-8,63,stemLength,3,NA,2024-05-15
12-3-8,63,stemLength,4,NA,2024-05-22
12-3-8,63,stemLength,5,NA,2024-05-29
12-3-8,63,stemLength,6,NA,2024-06-05
12-3-8,63,stemLength,7,NA,2024-06-12
12-3-8,63,stemLength,8,NA,2024-06-19
12-1-9,64,leafLong,1,14.3,2024-05-01
12-1-9,64,leafLong,2,20.7,2024-05-08
12-1-9,64,leafLong,3,21.6,2024-05-15
12-1-9,64,leafWide,1,2.3,2024-05-01
12-1-9,64,leafWide,2,3.2,2024-05-08
12-1-9,64,leafWide,3,3.4,2024-05-15
12-1-9,64,numDiscF,3,0,2024-05-15
12-1-9,64,numDiscF,4,0,2024-05-22
12-1-9,64,numDiscF,5,0,2024-05-29
12-1-9,64,numDiscF,6,0,2024-06-05
12-1-9,64,numDiscF,7,0,2024-06-12
12-1-9,64,numDiscF,8,0,2024-06-19
12-1-9,64,numFlwrB,1,NA,2024-05-01
12-1-9,64,numFlwrB,2,0,2024-05-08
12-1-9,64,numFlwrB,3,0,2024-05-15
12-1-9,64,numFlwrB,4,0,2024-05-22
12-1-9,64,numFlwrB,5,0,2024-05-29
12-1-9,64,numFlwrB,6,0,2024-06-05
12-1-9,64,numFlwrB,7,0,2024-06-12
12-1-9,64,numFlwrB,8,0,2024-06-19
12-1-9,64,numLSt,4,0,2024-05-22
12-1-9,64,numLSt,5,0,2024-05-29
12-1-9,64,numLSt,6,0,2024-06-05
12-1-9,64,numLSt,7,0,2024-06-12
12-1-9,64,numLSt,8,0,2024-06-19
12-1-9,64,numLvs,1,10,2024-05-01
12-1-9,64,numLvs,2,12,2024-05-08
12-1-9,64,numLvs,3,17,2024-05-15
12-1-9,64,numRayF,3,0,2024-05-15
12-1-9,64,numRayF,4,0,2024-05-22
12-1-9,64,numRayF,5,0,2024-05-29
12-1-9,64,numRayF,6,0,2024-06-05
12-1-9,64,numRayF,7,0,2024-06-12
12-1-9,64,numRayF,8,0,2024-06-19
12-1-9,64,numRos,1,1,2024-05-01
12-1-9,64,numRos,2,0,2024-05-08
12-1-9,64,numRos,3,0,2024-05-15
12-1-9,64,numRos,4,0,2024-05-22
12-1-9,64,numRos,5,0,2024-05-29
12-1-9,64,numRos,6,0,2024-06-05
12-1-9,64,numRos,7,0,2024-06-12
12-1-9,64,numRos,8,0,2024-06-19
12-1-9,64,numStem,1,0,2024-05-01
12-1-9,64,numStem,2,1,2024-05-08
12-1-9,64,numStem,3,1,2024-05-15
12-1-9,64,numStem,4,1,2024-05-22
12-1-9,64,numStem,5,1,2024-05-29
12-1-9,64,numStem,6,1,2024-06-05
12-1-9,64,numStem,7,1,2024-06-12
12-1-9,64,numStem,8,1,2024-06-19
12-1-9,64,stemLength,1,NA,2024-05-01
12-1-9,64,stemLength,2,0.8,2024-05-08
12-1-9,64,stemLength,3,8.8,2024-05-15
12-1-9,64,stemLength,4,19.1,2024-05-22
12-1-9,64,stemLength,5,32.6,2024-05-29
12-1-9,64,stemLength,6,48.8,2024-06-05
12-1-9,64,stemLength,7,62.1,2024-06-12
12-1-9,64,stemLength,8,58.9,2024-06-19
7-5-1,65,leafLong,1,7.2,2024-05-01
7-5-1,65,leafLong,2,11.2,2024-05-08
7-5-1,65,leafLong,3,10.6,2024-05-15
7-5-1,65,leafWide,1,1.5,2024-05-01
7-5-1,65,leafWide,2,1.9,2024-05-08
7-5-1,65,leafWide,3,2.1,2024-05-15
7-5-1,65,numDiscF,3,0,2024-05-15
7-5-1,65,numDiscF,4,0,2024-05-22
7-5-1,65,numDiscF,5,1,2024-05-29
7-5-1,65,numDiscF,6,4,2024-06-05
7-5-1,65,numDiscF,7,9,2024-06-12
7-5-1,65,numDiscF,8,11,2024-06-19
7-5-1,65,numFlwrB,1,0,2024-05-01
7-5-1,65,numFlwrB,2,0,2024-05-08
7-5-1,65,numFlwrB,3,1,2024-05-15
7-5-1,65,numFlwrB,4,6,2024-05-22
7-5-1,65,numFlwrB,5,5,2024-05-29
7-5-1,65,numFlwrB,6,4,2024-06-05
7-5-1,65,numFlwrB,7,2,2024-06-12
7-5-1,65,numFlwrB,8,3,2024-06-19
7-5-1,65,numLSt,4,4,2024-05-22
7-5-1,65,numLSt,5,5,2024-05-29
7-5-1,65,numLSt,6,5,2024-06-05
7-5-1,65,numLSt,7,5,2024-06-12
7-5-1,65,numLSt,8,5,2024-06-19
7-5-1,65,numLvs,1,11,2024-05-01
7-5-1,65,numLvs,2,24,2024-05-08
7-5-1,65,numLvs,3,38,2024-05-15
7-5-1,65,numRayF,3,0,2024-05-15
7-5-1,65,numRayF,4,0,2024-05-22
7-5-1,65,numRayF,5,3,2024-05-29
7-5-1,65,numRayF,6,5,2024-06-05
7-5-1,65,numRayF,7,0,2024-06-12
7-5-1,65,numRayF,8,0,2024-06-19
7-5-1,65,numRos,1,0,2024-05-01
7-5-1,65,numRos,2,1,2024-05-08
7-5-1,65,numRos,3,1,2024-05-15
7-5-1,65,numRos,4,1,2024-05-22
7-5-1,65,numRos,5,1,2024-05-29
7-5-1,65,numRos,6,1,2024-06-05
7-5-1,65,numRos,7,1,2024-06-12
7-5-1,65,numRos,8,1,2024-06-19
7-5-1,65,numStem,1,1,2024-05-01
7-5-1,65,numStem,2,1,2024-05-08
7-5-1,65,numStem,3,1,2024-05-15
7-5-1,65,numStem,4,1,2024-05-22
7-5-1,65,numStem,5,1,2024-05-29
7-5-1,65,numStem,6,1,2024-06-05
7-5-1,65,numStem,7,1,2024-06-12
7-5-1,65,numStem,8,1,2024-06-19
7-5-1,65,stemLength,1,2.4,2024-05-01
7-5-1,65,stemLength,2,8.3,2024-05-08
7-5-1,65,stemLength,3,21,2024-05-15
7-5-1,65,stemLength,4,31.2,2024-05-22
7-5-1,65,stemLength,5,31.9,2024-05-29
7-5-1,65,stemLength,6,33.5,2024-06-05
7-5-1,65,stemLength,7,33.4,2024-06-12
7-5-1,65,stemLength,8,33.2,2024-06-19
6-6-11,66,leafLong,1,14.2,2024-05-01
6-6-11,66,leafLong,2,22.1,2024-05-08
6-6-11,66,leafLong,3,24,2024-05-15
6-6-11,66,leafWide,1,2.1,2024-05-01
6-6-11,66,leafWide,2,2.4,2024-05-08
6-6-11,66,leafWide,3,2.6,2024-05-15
6-6-11,66,numDiscF,3,0,2024-05-15
6-6-11,66,numDiscF,4,0,2024-05-22
6-6-11,66,numDiscF,5,0,2024-05-29
6-6-11,66,numDiscF,6,0,2024-06-05
6-6-11,66,numDiscF,7,0,2024-06-12
6-6-11,66,numDiscF,8,0,2024-06-19
6-6-11,66,numFlwrB,1,NA,2024-05-01
6-6-11,66,numFlwrB,2,0,2024-05-08
6-6-11,66,numFlwrB,3,0,2024-05-15
6-6-11,66,numFlwrB,4,0,2024-05-22
6-6-11,66,numFlwrB,5,0,2024-05-29
6-6-11,66,numFlwrB,6,0,2024-06-05
6-6-11,66,numFlwrB,7,0,2024-06-12
6-6-11,66,numFlwrB,8,0,2024-06-19
6-6-11,66,numLSt,4,0,2024-05-22
6-6-11,66,numLSt,5,0,2024-05-29
6-6-11,66,numLSt,6,0,2024-06-05
6-6-11,66,numLSt,7,0,2024-06-12
6-6-11,66,numLSt,8,0,2024-06-19
6-6-11,66,numLvs,1,12,2024-05-01
6-6-11,66,numLvs,2,14,2024-05-08
6-6-11,66,numLvs,3,17,2024-05-15
6-6-11,66,numRayF,3,0,2024-05-15
6-6-11,66,numRayF,4,0,2024-05-22
6-6-11,66,numRayF,5,0,2024-05-29
6-6-11,66,numRayF,6,0,2024-06-05
6-6-11,66,numRayF,7,0,2024-06-12
6-6-11,66,numRayF,8,0,2024-06-19
6-6-11,66,numRos,1,1,2024-05-01
6-6-11,66,numRos,2,0,2024-05-08
6-6-11,66,numRos,3,0,2024-05-15
6-6-11,66,numRos,4,0,2024-05-22
6-6-11,66,numRos,5,0,2024-05-29
6-6-11,66,numRos,6,0,2024-06-05
6-6-11,66,numRos,7,0,2024-06-12
6-6-11,66,numRos,8,0,2024-06-19
6-6-11,66,numStem,1,0,2024-05-01
6-6-11,66,numStem,2,1,2024-05-08
6-6-11,66,numStem,3,1,2024-05-15
6-6-11,66,numStem,4,1,2024-05-22
6-6-11,66,numStem,5,1,2024-05-29
6-6-11,66,numStem,6,1,2024-06-05
6-6-11,66,numStem,7,1,2024-06-12
6-6-11,66,numStem,8,1,2024-06-19
6-6-11,66,stemLength,1,NA,2024-05-01
6-6-11,66,stemLength,2,0.6,2024-05-08
6-6-11,66,stemLength,3,1.6,2024-05-15
6-6-11,66,stemLength,4,8.7,2024-05-22
6-6-11,66,stemLength,5,20.6,2024-05-29
6-6-11,66,stemLength,6,40.7,2024-06-05
6-6-11,66,stemLength,7,53,2024-06-12
6-6-11,66,stemLength,8,50.3,2024-06-19
6-5-3,67,leafLong,1,16.5,2024-05-01
6-5-3,67,leafLong,2,18.5,2024-05-08
6-5-3,67,leafLong,3,18.2,2024-05-15
6-5-3,67,leafWide,1,3,2024-05-01
6-5-3,67,leafWide,2,3.1,2024-05-08
6-5-3,67,leafWide,3,2.7,2024-05-15
6-5-3,67,numDiscF,3,0,2024-05-15
6-5-3,67,numDiscF,4,0,2024-05-22
6-5-3,67,numDiscF,5,1,2024-05-29
6-5-3,67,numDiscF,6,4,2024-06-05
6-5-3,67,numDiscF,7,6,2024-06-12
6-5-3,67,numDiscF,8,10,2024-06-19
6-5-3,67,numFlwrB,1,0,2024-05-01
6-5-3,67,numFlwrB,2,0,2024-05-08
6-5-3,67,numFlwrB,3,1,2024-05-15
6-5-3,67,numFlwrB,4,3,2024-05-22
6-5-3,67,numFlwrB,5,6,2024-05-29
6-5-3,67,numFlwrB,6,3,2024-06-05
6-5-3,67,numFlwrB,7,5,2024-06-12
6-5-3,67,numFlwrB,8,4,2024-06-19
6-5-3,67,numLSt,4,5,2024-05-22
6-5-3,67,numLSt,5,5,2024-05-29
6-5-3,67,numLSt,6,4,2024-06-05
6-5-3,67,numLSt,7,5,2024-06-12
6-5-3,67,numLSt,8,5,2024-06-19
6-5-3,67,numLvs,1,20,2024-05-01
6-5-3,67,numLvs,2,29,2024-05-08
6-5-3,67,numLvs,3,36,2024-05-15
6-5-3,67,numRayF,3,0,2024-05-15
6-5-3,67,numRayF,4,1,2024-05-22
6-5-3,67,numRayF,5,3,2024-05-29
6-5-3,67,numRayF,6,3,2024-06-05
6-5-3,67,numRayF,7,4,2024-06-12
6-5-3,67,numRayF,8,5,2024-06-19
6-5-3,67,numRos,1,0,2024-05-01
6-5-3,67,numRos,2,0,2024-05-08
6-5-3,67,numRos,3,0,2024-05-15
6-5-3,67,numRos,4,0,2024-05-22
6-5-3,67,numRos,5,0,2024-05-29
6-5-3,67,numRos,6,0,2024-06-05
6-5-3,67,numRos,7,0,2024-06-12
6-5-3,67,numRos,8,0,2024-06-19
6-5-3,67,numStem,1,1,2024-05-01
6-5-3,67,numStem,2,1,2024-05-08
6-5-3,67,numStem,3,3,2024-05-15
6-5-3,67,numStem,4,3,2024-05-22
6-5-3,67,numStem,5,3,2024-05-29
6-5-3,67,numStem,6,3,2024-06-05
6-5-3,67,numStem,7,3,2024-06-12
6-5-3,67,numStem,8,3,2024-06-19
6-5-3,67,stemLength,1,5.7,2024-05-01
6-5-3,67,stemLength,2,17.5,2024-05-08
6-5-3,67,stemLength,3,34,2024-05-15
6-5-3,67,stemLength,4,53.5,2024-05-22
6-5-3,67,stemLength,5,60.1,2024-05-29
6-5-3,67,stemLength,6,62.9,2024-06-05
6-5-3,67,stemLength,7,61.5,2024-06-12
6-5-3,67,stemLength,8,59.9,2024-06-19
9-6-6,68,leafLong,1,6.6,2024-05-01
9-6-6,68,leafLong,2,10.3,2024-05-08
9-6-6,68,leafLong,3,11.5,2024-05-15
9-6-6,68,leafWide,1,2.2,2024-05-01
9-6-6,68,leafWide,2,2.1,2024-05-08
9-6-6,68,leafWide,3,2.2,2024-05-15
9-6-6,68,numDiscF,3,NA,2024-05-15
9-6-6,68,numDiscF,4,NA,2024-05-22
9-6-6,68,numDiscF,5,NA,2024-05-29
9-6-6,68,numDiscF,6,NA,2024-06-05
9-6-6,68,numDiscF,7,NA,2024-06-12
9-6-6,68,numDiscF,8,NA,2024-06-19
9-6-6,68,numFlwrB,1,NA,2024-05-01
9-6-6,68,numFlwrB,2,NA,2024-05-08
9-6-6,68,numFlwrB,3,NA,2024-05-15
9-6-6,68,numFlwrB,4,NA,2024-05-22
9-6-6,68,numFlwrB,5,NA,2024-05-29
9-6-6,68,numFlwrB,6,NA,2024-06-05
9-6-6,68,numFlwrB,7,NA,2024-06-12
9-6-6,68,numFlwrB,8,NA,2024-06-19
9-6-6,68,numLSt,4,0,2024-05-22
9-6-6,68,numLSt,5,0,2024-05-29
9-6-6,68,numLSt,6,NA,2024-06-05
9-6-6,68,numLSt,7,NA,2024-06-12
9-6-6,68,numLSt,8,NA,2024-06-19
9-6-6,68,numLvs,1,15,2024-05-01
9-6-6,68,numLvs,2,19,2024-05-08
9-6-6,68,numLvs,3,22,2024-05-15
9-6-6,68,numRayF,3,NA,2024-05-15
9-6-6,68,numRayF,4,NA,2024-05-22
9-6-6,68,numRayF,5,NA,2024-05-29
9-6-6,68,numRayF,6,NA,2024-06-05
9-6-6,68,numRayF,7,NA,2024-06-12
9-6-6,68,numRayF,8,NA,2024-06-19
9-6-6,68,numRos,1,1,2024-05-01
9-6-6,68,numRos,2,1,2024-05-08
9-6-6,68,numRos,3,1,2024-05-15
9-6-6,68,numRos,4,1,2024-05-22
9-6-6,68,numRos,5,1,2024-05-29
9-6-6,68,numRos,6,1,2024-06-05
9-6-6,68,numRos,7,1,2024-06-12
9-6-6,68,numRos,8,1,2024-06-19
9-6-6,68,numStem,1,0,2024-05-01
9-6-6,68,numStem,2,0,2024-05-08
9-6-6,68,numStem,3,0,2024-05-15
9-6-6,68,numStem,4,0,2024-05-22
9-6-6,68,numStem,5,0,2024-05-29
9-6-6,68,numStem,6,0,2024-06-05
9-6-6,68,numStem,7,0,2024-06-12
9-6-6,68,numStem,8,0,2024-06-19
9-6-6,68,stemLength,1,NA,2024-05-01
9-6-6,68,stemLength,2,NA,2024-05-08
9-6-6,68,stemLength,3,NA,2024-05-15
9-6-6,68,stemLength,4,NA,2024-05-22
9-6-6,68,stemLength,5,NA,2024-05-29
9-6-6,68,stemLength,6,NA,2024-06-05
9-6-6,68,stemLength,7,NA,2024-06-12
9-6-6,68,stemLength,8,NA,2024-06-19
6-6-6,69,leafLong,1,8.7,2024-05-01
6-6-6,69,leafLong,2,11.6,2024-05-08
6-6-6,69,leafLong,3,12.5,2024-05-15
6-6-6,69,leafWide,1,1.9,2024-05-01
6-6-6,69,leafWide,2,1.9,2024-05-08
6-6-6,69,leafWide,3,2.2,2024-05-15
6-6-6,69,numDiscF,3,NA,2024-05-15
6-6-6,69,numDiscF,4,NA,2024-05-22
6-6-6,69,numDiscF,5,NA,2024-05-29
6-6-6,69,numDiscF,6,NA,2024-06-05
6-6-6,69,numDiscF,7,NA,2024-06-12
6-6-6,69,numDiscF,8,NA,2024-06-19
6-6-6,69,numFlwrB,1,NA,2024-05-01
6-6-6,69,numFlwrB,2,NA,2024-05-08
6-6-6,69,numFlwrB,3,NA,2024-05-15
6-6-6,69,numFlwrB,4,NA,2024-05-22
6-6-6,69,numFlwrB,5,NA,2024-05-29
6-6-6,69,numFlwrB,6,NA,2024-06-05
6-6-6,69,numFlwrB,7,NA,2024-06-12
6-6-6,69,numFlwrB,8,NA,2024-06-19
6-6-6,69,numLSt,4,0,2024-05-22
6-6-6,69,numLSt,5,0,2024-05-29
6-6-6,69,numLSt,6,NA,2024-06-05
6-6-6,69,numLSt,7,NA,2024-06-12
6-6-6,69,numLSt,8,NA,2024-06-19
6-6-6,69,numLvs,1,13,2024-05-01
6-6-6,69,numLvs,2,16,2024-05-08
6-6-6,69,numLvs,3,19,2024-05-15
6-6-6,69,numRayF,3,NA,2024-05-15
6-6-6,69,numRayF,4,NA,2024-05-22
6-6-6,69,numRayF,5,NA,2024-05-29
6-6-6,69,numRayF,6,NA,2024-06-05
6-6-6,69,numRayF,7,NA,2024-06-12
6-6-6,69,numRayF,8,NA,2024-06-19
6-6-6,69,numRos,1,1,2024-05-01
6-6-6,69,numRos,2,1,2024-05-08
6-6-6,69,numRos,3,1,2024-05-15
6-6-6,69,numRos,4,1,2024-05-22
6-6-6,69,numRos,5,1,2024-05-29
6-6-6,69,numRos,6,1,2024-06-05
