Sample_Name,Ps,Pn,Pd,Pop,Pop_Index,Sample_Species,fastq,GVCF,index,MaternalLine,FlowerHead,Country,State,County,Latitude,Longitude,Google_latitude,Google_longitude,Locality,Location_Details,PlantingDate,FirstLeafDate,Collection_Date,Collector,Adapted_Longitude,Adapted_Latitude,Pop_Name,Load_type
Boltonia_218,0.1550992757821098,0.1216674673739215,0.06627344035149337,Gilbert Lake (1997),Pop_04,B. decurrens,TRUE,TRUE,218,2011-2598-1,L14A,United States,Illinois,Jersey,NA,NA,38.96139842380207,-90.51481032460988,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/8/24,1997-11-08T00:00:00Z,Smith,-90.51481032460988,38.96139842380207,4 - Gilbert Lake (1997),Total Load
Boltonia_219,0.17930790328480617,0.13874309801314916,0.07412419340399011,Cooper Park (2000),Pop_13,B. decurrens,TRUE,TRUE,219,2011-2661-1,25A,United States,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,NA,"Cooper park South, Maternal lines = 43, Seedheads = 73; 4 packets",2/29/24,3/7/24,2000-10-01T00:00:00Z,Smith,-89.54394792156027,40.69584983597212,13 - Cooper Park (2000),Total Load
Boltonia_220,0.1813048795612932,0.1411180725111715,0.07572189051642804,Frederick Borrow Pit (1999),Pop_08,B. decurrens,TRUE,TRUE,220,2011-2675-1,12B,United States,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,NA,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",3/1/24,3/8/24,1999-10-07T00:00:00Z,Smith,-90.4275,40.0672223,8 - Frederick Borrow Pit (1999),Total Load
Boltonia_221,0.18263698205390266,0.14092804164555212,0.0758045300222438,Sparland (1999),Pop_16,B. decurrens,TRUE,TRUE,221,2011-2629-1,14A,United States,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,NA,"Sparland, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/8/24,1999-11-11T00:00:00Z,Smith,-89.4311111,41.045,16 - Sparland (1999),Total Load
Boltonia_222,0.18236773564555556,0.1397417883632008,0.07452706099484192,Cooper Park (2000),Pop_13,B. decurrens,TRUE,TRUE,222,2011-2661-1,15A,United States,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,NA,"Cooper park South, Maternal lines = 43, Seedheads = 73; 4 packets",2/29/24,3/8/24,2000-10-01T00:00:00Z,Smith,-89.54394792156027,40.69584983597212,13 - Cooper Park (2000),Total Load
Boltonia_224,0.1831330862232186,0.14131632982119,0.07638644987569641,Smith Lake (1998),Pop_05,B. decurrens,TRUE,TRUE,224,2011-2638-1,12C,United States,Illinois,Scott,39.7852777,-90.5902777,39.78656976625663,-90.58910563509704,Smith Lake,NA,2/29/24,3/9/24,1998-11-11T00:00:00Z,Smith,-90.5902777,39.7852777,5 - Smith Lake (1998),Total Load
Boltonia_225,0.15526412052191416,0.12024922835951536,0.06453112410387786,Gilbert Lake (1997),Pop_04,B. decurrens,TRUE,TRUE,225,2011-2598-1,S6B,United States,Illinois,Jersey,NA,NA,38.96139842380207,-90.51481032460988,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/8/24,1997-11-08T00:00:00Z,Smith,-90.51481032460988,38.96139842380207,4 - Gilbert Lake (1997),Total Load
Boltonia_226,0.19254886076585295,0.14908044804506776,0.08092129275733598,Fairmont City (1997),Pop_01,B. decurrens,TRUE,TRUE,226,2011-2599-1,4,United States,Illinois,Saint Clair,38.6494444,-90.1161111,38.6515072789885,-90.10298738781108,NA,"Fairmont City, Maternal lines = 28, Seedheads = 28; 2 packets",2/29/24,3/8/24,1997-12-05T00:00:00Z,Smith,-90.1161111,38.6494444,1 - Fairmont City (1997),Total Load
Boltonia_227,0.18046652631314536,0.13996637029529646,0.0753878891804227,Anderson Lake (2000),Pop_11,B. decurrens,TRUE,TRUE,227,2011-2613-1,18A,United States,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,NA,"Anderson Lake, Maternal lines = 30, Seedheads = 61; 2 packets",2/29/24,3/16/24,2000-10-01T00:00:00Z,Smith,-90.1994444,40.2047222,11 - Anderson Lake (2000),Total Load
Boltonia_228,0.18085979876382144,0.14067137658029996,0.0759973555358139,Sparland (1999),Pop_16,B. decurrens,TRUE,TRUE,228,2011-2629-1,30A,United States,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,NA,"Sparland, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/9/24,1999-11-11T00:00:00Z,Smith,-89.4311111,41.045,16 - Sparland (1999),Total Load
Boltonia_229,0.18091867188518015,0.14040237184844914,0.07655172888732792,McClugage Bridge (1999),Pop_14,B. decurrens,TRUE,TRUE,229,2011-2618-1,26A,United States,Illinois,Peoria,40.7222223,-89.5519444,40.69352232924267,-89.59142458669179,NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",2/29/24,3/6/24,1999-11-11T00:00:00Z,Smith,-89.5519444,40.7222223,14 - McClugage Bridge (1999),Total Load
Boltonia_230,0.1822696137766244,0.14092886428999205,0.07692704997624114,McClugage Bridge (1999),Pop_14,B. decurrens,TRUE,TRUE,230,2011-2618-1,1B,United States,Illinois,Peoria,40.7222223,-89.5519444,40.69352232924267,-89.59142458669179,NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",2/29/24,3/6/24,1999-11-11T00:00:00Z,Smith,-89.5519444,40.7222223,14 - McClugage Bridge (1999),Total Load
Boltonia_231,0.1818622117768222,0.140680425669139,0.07566335419980855,Rice Lake (1999),Pop_12,B. decurrens,TRUE,TRUE,231,2011-2666-1,11B,United States,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,NA,"Rice Lake, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/6/24,1999-10-14T00:00:00Z,Smith,-89.9022222,40.4925,12 - Rice Lake (1999),Total Load
Boltonia_232,0.17984404117664604,0.1392210544327373,0.07540510574413432,Woodford County (1999),Pop_15,B. decurrens,TRUE,TRUE,232,2011-2650-1,6B,United States,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,NA,"Woodford County, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/7/24,1999-11-11T00:00:00Z,Smith,-89.4583333,40.8852777,15 - Woodford County (1999),Total Load
Boltonia_233,0.18092181178498595,0.14059075742518873,0.07548430193720775,Hennepin Bridge (1999),Pop_17,B. decurrens,TRUE,TRUE,233,2011-2623-1,14B,United States,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,NA,"Hennepin Bridge, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/8/24,1999-11-11T00:00:00Z,Smith,-89.55849691836283,41.34414603458205,17 - Hennepin Bridge (1999),Total Load
Boltonia_234,0.1798511059512091,0.1392218770771772,0.07522261016879118,Frederick Landing (2011),Pop_09,B. decurrens,TRUE,TRUE,234,2011-2659-1,15A,United States,Illinois,Frederick,NA,NA,40.07116308939078,-90.429571958886,NA,"Frederick Landing, Maternal lines = 15, Seedheads = 44; 2 packets",2/29/24,3/6/24,2011-12-01T00:00:00Z,Smith,-90.429571958886,40.07116308939078,9 - Frederick Landing (2011),Total Load
Boltonia_235,0.1780982568846228,0.13764980355250775,0.07431013229207556,Frederick Borrow Pit (1999),Pop_08,B. decurrens,TRUE,TRUE,235,2011-2675-1,15B,United States,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,NA,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/6/24,1999-10-07T00:00:00Z,Smith,-90.4275,40.0672223,8 - Frederick Borrow Pit (1999),Total Load
Boltonia_236,0.18127740543799248,0.141767961618701,0.07668946139702085,Smith Lake (1998),Pop_05,B. decurrens,TRUE,TRUE,236,2011-2638-1,20C,United States,Illinois,Scott,39.7852777,-90.5902777,39.78656976625663,-90.58910563509704,Smith Lake,NA,2/29/24,3/7/24,1998-11-11T00:00:00Z,Smith,-90.5902777,39.7852777,5 - Smith Lake (1998),Total Load
Boltonia_237,0.1795536004446098,0.13974590158540037,0.07619706767486864,Frederick Landing (2011),Pop_09,B. decurrens,TRUE,TRUE,237,2011-2659-1,2A,United States,Illinois,Frederick,NA,NA,40.07116308939078,-90.429571958886,NA,"Frederick Landing, Maternal lines = 15, Seedheads = 44; 2 packets",2/29/24,3/16/24,2011-12-01T00:00:00Z,Smith,-90.429571958886,40.07116308939078,9 - Frederick Landing (2011),Total Load
Boltonia_238,0.1818190381544925,0.14103827600050017,0.07635890337375782,Frederick Landing (2011),Pop_09,B. decurrens,TRUE,TRUE,238,2011-2659-1,5A,United States,Illinois,Frederick,NA,NA,40.07116308939078,-90.429571958886,NA,"Frederick Landing, Maternal lines = 15, Seedheads = 44; 2 packets",2/28/24,3/18/24,2011-12-01T00:00:00Z,Smith,-90.429571958886,40.07116308939078,9 - Frederick Landing (2011),Total Load
Boltonia_239,0.1833732885583621,0.1416215309083969,0.07672389452444407,Frederick Landing (2011),Pop_09,B. decurrens,TRUE,TRUE,239,2011-2659-1,11A,United States,Illinois,Frederick,NA,NA,40.07116308939078,-90.429571958886,NA,"Frederick Landing, Maternal lines = 15, Seedheads = 44; 2 packets",2/29/24,3/7/24,2011-12-01T00:00:00Z,Smith,-90.429571958886,40.07116308939078,9 - Frederick Landing (2011),Total Load
Boltonia_240,0.18044925686421345,0.14022303536054861,0.07650696582167772,Cooper Park (2000),Pop_13,B. decurrens,TRUE,TRUE,240,2011-2661-1,2A,United States,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,NA,"Cooper park South, Maternal lines = 43, Seedheads = 73; 4 packets",2/29/24,3/6/24,2000-10-01T00:00:00Z,Smith,-89.54394792156027,40.69584983597212,13 - Cooper Park (2000),Total Load
Boltonia_241,0.1827971169439983,0.14145042086489545,0.07679276077929054,Rice Lake (1999),Pop_12,B. decurrens,TRUE,TRUE,241,2011-2666-1,18A,United States,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,NA,"Rice Lake, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/7/24,1999-10-14T00:00:00Z,Smith,-89.9022222,40.4925,12 - Rice Lake (1999),Total Load
Boltonia_242,0.18049871028615477,0.13982076222943224,0.075401662431392,Frederick Landing (2011),Pop_09,B. decurrens,TRUE,TRUE,242,2011-2659-1,9A,United States,Illinois,Frederick,NA,NA,40.07116308939078,-90.429571958886,NA,"Frederick Landing, Maternal lines = 15, Seedheads = 44; 2 packets",2/29/24,3/5/24,2011-12-01T00:00:00Z,Smith,-90.429571958886,40.07116308939078,9 - Frederick Landing (2011),Total Load
Boltonia_243,0.18040765319178664,0.13996719293973636,0.07572533382917036,Rice Lake (1999),Pop_12,B. decurrens,TRUE,TRUE,243,2011-2666-1,7B,United States,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,NA,"Rice Lake, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/6/24,1999-10-14T00:00:00Z,Smith,-89.9022222,40.4925,12 - Rice Lake (1999),Total Load
Boltonia_244,0.1849306788620375,0.1432873858992162,0.07824928206929323,Meredosia Lake (1999),Pop_06,B. decurrens,TRUE,TRUE,244,2011-2620-1,12B,United States,Illinois,Morgan,39.8672223,-90.5533333,39.87546015928839,-90.55308508241012,NA,"Meredosia Lake, Maternal lines = 30, Seedheads = 90; 5 packets",2/29/24,3/8/24,1999-10-07T00:00:00Z,Smith,-90.5533333,39.8672223,6 - Meredosia Lake (1999),Total Load
Boltonia_245,0.1822680438267215,0.1413599299765053,0.07675488433912499,Meredosia Lake (1999),Pop_06,B. decurrens,TRUE,TRUE,245,2011-2620-1,27A,United States,Illinois,Morgan,39.8672223,-90.5533333,39.87546015928839,-90.55308508241012,NA,"Meredosia Lake, Maternal lines = 30, Seedheads = 90; 5 packets",3/1/24,3/9/24,1999-10-07T00:00:00Z,Smith,-90.5533333,39.8672223,6 - Meredosia Lake (1999),Total Load
Boltonia_246,0.18069809392382288,0.13983721511823047,0.07459248393694606,Anderson Lake (2000),Pop_11,B. decurrens,TRUE,TRUE,246,2011-2613-1,29A,United States,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,NA,"Anderson Lake, Maternal lines = 30, Seedheads = 61; 2 packets",2/29/24,3/8/24,2000-10-01T00:00:00Z,Smith,-90.1994444,40.2047222,11 - Anderson Lake (2000),Total Load
Boltonia_247,0.1911594551017877,0.14798797622886625,0.07968170017009965,West Alton (1999),Pop_03,B. decurrens,TRUE,TRUE,247,2011-2635-1,28,United States,Illinois,Alton,NA,NA,38.86501904919102,-90.22302347588696,NA,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",2/29/24,3/6/24,1999-11-07T00:00:00Z,Smith,-90.22302347588696,38.86501904919102,3 - West Alton (1999),Total Load
Boltonia_248,0.1926242183611921,0.14932230551040152,0.08071469399279659,West Alton (1999),Pop_03,B. decurrens,TRUE,TRUE,248,2011-2635-1,26,United States,Illinois,Alton,NA,NA,38.86501904919102,-90.22302347588696,NA,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",2/29/24,3/18/24,1999-11-07T00:00:00Z,Smith,-90.22302347588696,38.86501904919102,3 - West Alton (1999),Total Load
Boltonia_249,0.1807954308178026,0.13980842256283357,0.07540510574413432,Cooper Park (2000),Pop_13,B. decurrens,TRUE,TRUE,249,2011-2661-1,23A,United States,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,NA,"Cooper park South, Maternal lines = 43, Seedheads = 73; 4 packets",3/1/24,3/12/24,2000-10-01T00:00:00Z,Smith,-89.54394792156027,40.69584983597212,13 - Cooper Park (2000),Total Load
Boltonia_250,0.15645649747316562,0.12148401766382141,0.06541261216591258,Gilbert Lake (1997),Pop_04,B. decurrens,TRUE,TRUE,250,2011-2598-1,S6B,United States,Illinois,Jersey,NA,NA,38.96139842380207,-90.51481032460988,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/6/24,1997-11-08T00:00:00Z,Smith,-90.51481032460988,38.96139842380207,4 - Gilbert Lake (1997),Total Load
Boltonia_251,0.18227118372652729,0.14144137177605645,0.07568401407626249,Smith Lake (1998),Pop_05,B. decurrens,TRUE,TRUE,251,2011-2638-1,17A,United States,Illinois,Scott,39.7852777,-90.5902777,39.78656976625663,-90.58910563509704,Smith Lake,NA,3/1/24,3/8/24,1998-11-11T00:00:00Z,Smith,-90.5902777,39.7852777,5 - Smith Lake (1998),Total Load
Boltonia_253,0.19186985743284932,0.14912651613370276,0.0813413769118994,Frederick Borrow Pit (1999),Pop_08,B. decurrens,TRUE,TRUE,253,2011-2675-1,25A,United States,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,NA,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/7/24,1999-10-07T00:00:00Z,Smith,-90.4275,40.0672223,8 - Frederick Borrow Pit (1999),Total Load
Boltonia_254,0.18155293164595118,0.14138049608750305,0.07648286263248145,Smith Lake (1998),Pop_05,B. decurrens,TRUE,TRUE,254,2011-2638-1,20C,United States,Illinois,Scott,39.7852777,-90.5902777,39.78656976625663,-90.58910563509704,Smith Lake,NA,2/29/24,3/7/24,1998-11-11T00:00:00Z,Smith,-90.5902777,39.7852777,5 - Smith Lake (1998),Total Load
Boltonia_255,0.19107389283207973,0.14876702051346175,0.08105558195428658,Fairmont City (1997),Pop_01,B. decurrens,TRUE,TRUE,255,2011-2599-1,27,United States,Illinois,Saint Clair,38.6494444,-90.1161111,38.6515072789885,-90.10298738781108,NA,"Fairmont City, Maternal lines = 28, Seedheads = 28; 2 packets",3/1/24,3/7/24,1997-12-05T00:00:00Z,Smith,-90.1161111,38.6494444,1 - Fairmont City (1997),Total Load
Boltonia_256,0.17968312131159894,0.14064751989154256,0.07533968280203018,Smith Lake (1998),Pop_05,B. decurrens,TRUE,TRUE,256,2011-2638-1,20C,United States,Illinois,Scott,39.7852777,-90.5902777,39.78656976625663,-90.58910563509704,Smith Lake,NA,2/29/24,3/10/24,1998-11-11T00:00:00Z,Smith,-90.5902777,39.7852777,5 - Smith Lake (1998),Total Load
Boltonia_257,0.18168323748789175,0.14026416758254415,0.07619362436212632,Woodford County (1999),Pop_15,B. decurrens,TRUE,TRUE,257,2011-2650-1,1A,United States,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,NA,"Woodford County, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/10/24,1999-11-11T00:00:00Z,Smith,-89.4583333,40.8852777,15 - Woodford County (1999),Total Load
Boltonia_258,0.18217306185759613,0.1407873694463274,0.0755669414430235,Hennepin Bridge (1999),Pop_17,B. decurrens,TRUE,TRUE,258,2011-2623-1,19A,United States,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,NA,"Hennepin Bridge, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/9/24,1999-11-11T00:00:00Z,Smith,-89.55849691836283,41.34414603458205,17 - Hennepin Bridge (1999),Total Load
Boltonia_259,0.16051089309740127,0.12411483458265603,0.06707228890771233,Gilbert Lake (1997),Pop_04,B. decurrens,TRUE,TRUE,259,2011-2598-1,S10D,United States,Illinois,Jersey,NA,NA,38.96139842380207,-90.51481032460988,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/6/24,1997-11-08T00:00:00Z,Smith,-90.51481032460988,38.96139842380207,4 - Gilbert Lake (1997),Total Load
Boltonia_260,0.18072085819741493,0.14020411453843065,0.07622805748954954,Beardstown (1997),Pop_07,B. decurrens,TRUE,TRUE,260,2011-2636-1,19,United States,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398,-90.42445029519196,NA,"Beardstown, Maternal lines = 52, Seedheads = 53; 3 packets",2/29/24,3/7/24,1997-11-21T00:00:00Z,Smith,-90.4458333,40.010555600000004,7 - Beardstown (1997),Total Load
Boltonia_261,0.1921979769625551,0.1485103554482096,0.0811485513983293,West Alton (1999),Pop_03,B. decurrens,TRUE,TRUE,261,2011-2635-1,13,United States,Illinois,Alton,NA,NA,38.86501904919102,-90.22302347588696,NA,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",3/1/24,3/9/24,1999-11-07T00:00:00Z,Smith,-90.22302347588696,38.86501904919102,3 - West Alton (1999),Total Load
Boltonia_262,0.19181255426139351,0.14916188984461892,0.08097294244847082,Fairmont City (1997),Pop_01,B. decurrens,TRUE,TRUE,262,2011-2599-1,11,United States,Illinois,Saint Clair,38.6494444,-90.1161111,38.6515072789885,-90.10298738781108,NA,"Fairmont City, Maternal lines = 28, Seedheads = 28; 2 packets",2/29/24,3/6/24,1997-12-05T00:00:00Z,Smith,-90.1161111,38.6494444,1 - Fairmont City (1997),Total Load
Boltonia_263,0.18068003949993955,0.13989644551790403,0.07483007251616636,McClugage Bridge (1999),Pop_14,B. decurrens,TRUE,TRUE,263,2011-2618-1,20C,United States,Illinois,Peoria,40.7222223,-89.5519444,40.69352232924267,-89.59142458669179,NA,"McClugage Bridge, Maternal lines = 30, Seedheads = 90; 4 packets",2/29/24,3/6/24,1999-11-11T00:00:00Z,Smith,-89.5519444,40.7222223,14 - McClugage Bridge (1999),Total Load
Boltonia_264,0.14690335231402765,0.11466100467920158,0.06169727771694592,Gilbert Lake (1997),Pop_04,B. decurrens,TRUE,TRUE,264,2011-2598-1,S15B,United States,Illinois,Jersey,NA,NA,38.96139842380207,-90.51481032460988,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/9/24,1997-11-08T00:00:00Z,Smith,-90.51481032460988,38.96139842380207,4 - Gilbert Lake (1997),Total Load
Boltonia_265,0.1808032805673171,0.14033985087101594,0.07514341397571776,Frederick Borrow Pit (1999),Pop_08,B. decurrens,TRUE,TRUE,265,2011-2675-1,12B,United States,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,NA,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",3/1/24,3/12/24,1999-10-07T00:00:00Z,Smith,-90.4275,40.0672223,8 - Frederick Borrow Pit (1999),Total Load
Boltonia_267,0.15653185506850475,0.12195292499457054,0.06586712944789923,Gilbert Lake (1997),Pop_04,B. decurrens,TRUE,TRUE,267,2011-2598-1,S11C,United States,Illinois,Jersey,NA,NA,38.96139842380207,-90.51481032460988,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/7/24,1997-11-08T00:00:00Z,Smith,-90.51481032460988,38.96139842380207,4 - Gilbert Lake (1997),Total Load
Boltonia_268,0.17897271898053732,0.1387916340351039,0.07484040245439333,Sparland (1999),Pop_16,B. decurrens,TRUE,TRUE,268,2011-2629-1,9A,United States,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,NA,"Sparland, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/9/24,1999-11-11T00:00:00Z,Smith,-89.4311111,41.045,16 - Sparland (1999),Total Load
Boltonia_269,0.18222408522944034,0.13979196967403537,0.07521916685604886,Woodford County (1999),Pop_15,B. decurrens,TRUE,TRUE,269,2011-2650-1,27B,United States,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,NA,"Woodford County, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/6/24,1999-11-11T00:00:00Z,Smith,-89.4583333,40.8852777,15 - Woodford County (1999),Total Load
Boltonia_270,0.18138808690614683,0.14005603853924672,0.07581141664772845,Rice Lake (1999),Pop_12,B. decurrens,TRUE,TRUE,270,2011-2666-1,28A,United States,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,NA,"Rice Lake, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/7/24,1999-10-14T00:00:00Z,Smith,-89.9022222,40.4925,12 - Rice Lake (1999),Total Load
Boltonia_271,0.17996178741936344,0.13932635292104587,0.07450640111838798,Anderson Lake (2000),Pop_11,B. decurrens,TRUE,TRUE,271,2011-2613-1,1A,United States,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,NA,"Anderson Lake, Maternal lines = 30, Seedheads = 61; 2 packets",2/29/24,3/7/24,2000-10-01T00:00:00Z,Smith,-90.1994444,40.2047222,11 - Anderson Lake (2000),Total Load
Boltonia_272,0.17849074436034745,0.1391914392329005,0.0751055375355522,Frederick Borrow Pit (1999),Pop_08,B. decurrens,TRUE,TRUE,272,2011-2675-1,28C,United States,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,NA,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/8/24,1999-10-07T00:00:00Z,Smith,-90.4275,40.0672223,8 - Frederick Borrow Pit (1999),Total Load
Boltonia_273,0.1833795683579737,0.14294681110109314,0.07777754822359495,Meredosia Lake (1999),Pop_06,B. decurrens,TRUE,TRUE,273,2011-2620-1,4C,United States,Illinois,Morgan,39.8672223,-90.5533333,39.87546015928839,-90.55308508241012,NA,"Meredosia Lake, Maternal lines = 30, Seedheads = 90; 5 packets",2/29/24,3/10/24,1999-10-07T00:00:00Z,Smith,-90.5533333,39.8672223,6 - Meredosia Lake (1999),Total Load
Boltonia_274,0.18095399575799537,0.14038098309301147,0.07440310173611829,Anderson Lake (2000),Pop_11,B. decurrens,TRUE,TRUE,274,2011-2613-1,22A,United States,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,NA,"Anderson Lake, Maternal lines = 30, Seedheads = 61; 2 packets",2/29/24,3/8/24,2000-10-01T00:00:00Z,Smith,-90.1994444,40.2047222,11 - Anderson Lake (2000),Total Load
Boltonia_275,0.1799468728952859,0.13999845342845296,0.07553595162834259,Woodford County (1999),Pop_15,B. decurrens,TRUE,TRUE,275,2011-2650-1,15B,United States,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,NA,"Woodford County, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/7/24,1999-11-11T00:00:00Z,Smith,-89.4583333,40.8852777,15 - Woodford County (1999),Total Load
Boltonia_276,0.18180883348012364,0.14079724117960632,0.07748142332775516,Cooper Park (2000),Pop_13,B. decurrens,TRUE,TRUE,276,2011-2661-1,4A,United States,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,NA,"Cooper park South, Maternal lines = 43, Seedheads = 73; 4 packets",2/29/24,3/7/24,2000-10-01T00:00:00Z,Smith,-89.54394792156027,40.69584983597212,13 - Cooper Park (2000),Total Load
Boltonia_277,0.18100815902964537,0.14080793555732515,0.07536722930396876,Smith Lake (1998),Pop_05,B. decurrens,TRUE,TRUE,277,2011-2638-1,15C,United States,Illinois,Scott,39.7852777,-90.5902777,39.78656976625663,-90.58910563509704,Smith Lake,NA,2/29/24,3/7/24,1998-11-11T00:00:00Z,Smith,-90.5902777,39.7852777,5 - Smith Lake (1998),Total Load
Boltonia_278,0.18103484817799465,0.13980513198507394,0.07500223815328251,Smith Lake (1998),Pop_05,B. decurrens,TRUE,TRUE,278,2011-2638-1,18A,United States,Illinois,Scott,39.7852777,-90.5902777,39.78656976625663,-90.58910563509704,Smith Lake,NA,2/29/24,3/7/24,1998-11-11T00:00:00Z,Smith,-90.5902777,39.7852777,5 - Smith Lake (1998),Total Load
Boltonia_279,0.1620957575243774,0.1258859880617839,0.06853569682319967,Gilbert Lake (1997),Pop_04,B. decurrens,TRUE,TRUE,279,2011-2598-1,S11C,United States,Illinois,Jersey,NA,NA,38.96139842380207,-90.51481032460988,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/7/24,1997-11-08T00:00:00Z,Smith,-90.51481032460988,38.96139842380207,4 - Gilbert Lake (1997),Total Load
Boltonia_280,0.1808864879121707,0.1392737036768916,0.07377641881701548,Hennepin Bridge (1999),Pop_17,B. decurrens,TRUE,TRUE,280,2011-2623-1,30C,United States,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,NA,"Hennepin Bridge, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/7/24,1999-11-11T00:00:00Z,Smith,-89.55849691836283,41.34414603458205,17 - Hennepin Bridge (1999),Total Load
Boltonia_281,0.1910911622810116,0.14851940453704862,0.08071125068005426,West Alton (1999),Pop_03,B. decurrens,TRUE,TRUE,281,2011-2635-1,17,United States,Illinois,Alton,NA,NA,38.86501904919102,-90.22302347588696,NA,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",2/29/24,3/13/24,1999-11-07T00:00:00Z,Smith,-90.22302347588696,38.86501904919102,3 - West Alton (1999),Total Load
Boltonia_282,0.181470509276049,0.1404755872036012,0.0753431261147725,Hennepin Bridge (1999),Pop_17,B. decurrens,TRUE,TRUE,282,2011-2623-1,4A,United States,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,NA,"Hennepin Bridge, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/8/24,1999-11-11T00:00:00Z,Smith,-89.55849691836283,41.34414603458205,17 - Hennepin Bridge (1999),Total Load
